squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
7021,94,1,0,18,29269,9,9,1998,1,1,8494,6333,431,1,1,707889.8
86898,10,1,1,54,81981,8,5,2007,0,1,2837,1571,633,0,5,8700597.7
35752,37,1,1,88,40954,9,9,2004,0,0,4770,7965,593,0,5,3584645.4
80254,5,0,0,84,14987,9,1,2004,1,0,4601,2359,312,1,4,8032718.4
43729,50,1,1,78,86433,7,4,1990,0,0,6886,3231,213,0,3,4386441.0
14296,27,1,1,21,42471,6,2,1991,0,0,1023,85,690,1,10,1438655.1
60263,14,0,0,29,71839,5,5,2002,1,0,4041,3152,955,0,6,6027298.2
56348,39,1,1,64,74517,10,6,1993,0,0,7815,8344,100,0,4,5645570.3
20462,4,0,1,27,61133,2,3,1999,1,0,7946,6870,725,0,9,2051424.9
35966,4,0,1,35,51110,6,8,2009,1,0,9879,1244,276,0,3,3600448.9
23790,55,1,1,70,90089,2,9,1997,0,1,113,3842,725,0,6,2387891.7
62563,35,1,1,66,37064,7,6,1994,1,0,6669,3384,351,1,7,6268203.4
74693,98,1,0,57,69975,6,3,1997,1,0,5655,5743,386,1,8,7476380.7
69815,68,1,0,96,33939,9,3,2001,1,1,4764,3233,382,1,8,6994868.1
31372,70,0,1,71,45055,1,6,2000,0,0,9133,223,952,0,1,3141888.0
47377,91,1,1,12,93863,6,4,2015,0,0,6751,7894,158,1,4,4742430.5
21748,5,0,1,29,75041,9,6,1991,1,0,6703,5408,812,0,10,2180962.1
74938,28,0,0,31,57629,3,10,2020,0,1,23,7515,670,0,6,7496677.0
84747,97,0,1,86,50495,7,7,2014,1,0,7441,7366,404,0,7,8483566.4
52843,75,1,1,50,53689,6,7,2004,0,1,5877,1381,358,1,3,5291087.4
94638,50,0,0,32,80383,3,10,2014,1,0,8047,7968,870,1,10,9465407.4
57035,7,0,1,24,19018,7,2,1998,1,1,21,9711,657,1,7,5710846.8
10031,44,1,0,2,46452,1,10,2004,1,0,3770,6933,576,0,0,1007605.4
87362,50,0,1,25,87149,9,3,1995,0,0,3967,1233,268,0,7,8743936.5
50571,39,1,1,24,80108,2,10,1998,0,0,4018,3591,631,1,0,5063431.8
69918,32,1,0,11,43369,8,5,2005,0,1,2569,9077,758,1,2,6995676.5
42217,74,1,1,83,58719,3,7,2009,1,1,752,2812,710,0,5,4228208.9
76907,10,0,1,87,41867,6,10,1997,0,1,8945,1203,142,1,10,7694726.7
15500,92,0,1,98,81088,1,7,2020,1,0,9577,8084,255,0,7,1554517.0
53304,47,1,0,79,78668,5,3,2012,1,1,3069,4872,541,0,2,5337897.2
1973,1,1,0,21,19624,7,9,2000,1,1,2316,2875,932,0,9,201809.0
91112,51,1,1,9,59209,6,2,1991,0,1,7857,2079,948,0,1,9121414.1
76204,60,1,1,8,37849,1,5,1990,0,1,3727,901,540,1,7,7628150.0
97471,74,1,0,90,32462,7,7,2013,1,1,7429,7552,629,0,6,9756243.3
88887,9,1,1,28,43521,4,7,1995,1,0,9176,7863,956,1,7,8897254.5
38490,14,1,0,8,11235,10,3,2017,1,0,9018,3808,825,0,3,3853460.7
72450,63,1,0,71,15715,9,10,2008,1,1,4116,481,787,0,9,7250244.8
88367,5,0,0,7,36833,9,1,2018,0,0,8489,8246,430,0,7,8837449.8
30782,99,1,0,48,64577,1,5,2020,1,0,9701,2104,783,0,9,3082971.0
5033,58,0,1,28,57432,2,6,1991,1,0,749,123,279,1,8,508665.1
26519,33,1,1,42,19068,5,1,2014,0,0,4604,4404,651,1,1,2656599.4
65934,29,1,0,51,98414,2,7,2007,1,1,7680,5657,721,1,0,6597942.7
98106,98,0,0,3,47065,5,6,1992,1,0,8617,2299,616,0,1,9811465.2
6577,9,0,1,68,82346,10,7,2006,1,0,9468,4696,604,0,4,662852.6
18250,16,0,0,82,7383,7,10,2011,1,0,7751,6127,565,1,2,1829113.1
40783,48,0,1,80,81432,7,8,1992,1,1,9162,9271,838,0,10,4086725.2
33156,15,0,1,43,52491,8,3,1994,0,1,2108,4092,696,0,3,3323470.4
47523,89,0,0,89,48868,3,3,2006,1,1,526,9988,142,0,10,4760526.6
79604,30,0,1,4,23402,2,3,2016,1,1,9575,2906,909,0,2,7965563.6
95762,64,1,0,63,24349,10,10,2004,0,1,5198,6277,882,1,2,9583086.4
31317,91,1,1,25,86804,8,2,1995,1,1,2463,3454,543,1,5,3142581.5
788,53,0,0,53,24590,7,4,2014,1,0,8046,3187,973,1,8,82042.4
41188,30,1,0,62,20895,8,9,2012,0,1,33,7475,361,1,1,4122637.2
62282,35,0,0,44,12448,9,1,2010,1,0,80,5415,139,1,10,6229623.0
45979,46,0,1,2,78140,10,5,2004,0,1,7620,4487,571,0,6,4600373.4
35828,77,0,0,3,85172,5,6,1998,0,0,795,4716,811,1,1,3583375.8
84540,21,0,0,64,38246,5,3,2007,0,1,5869,6101,145,0,2,8455482.7
70288,78,1,0,28,15319,3,9,2011,1,1,1864,4125,706,1,7,7034567.1
44681,63,1,1,80,80786,2,7,1995,0,0,9413,3951,537,0,1,4480399.5
8856,96,1,1,38,77863,9,7,1996,1,1,4044,4557,770,1,3,895829.6
45730,11,0,1,99,22913,6,9,1998,0,1,1919,9706,116,0,10,4583276.8
59478,22,0,0,68,93765,2,8,1992,1,0,3355,2456,253,1,8,5950543.2
31692,7,1,0,36,37726,7,4,2007,0,0,1694,20,489,0,2,3172857.7
58737,66,1,1,62,60814,4,3,2014,0,1,8827,7728,224,1,0,5882539.4
32100,79,0,1,39,34468,2,5,2017,1,0,1482,9856,932,0,6,3213786.7
67663,1,1,0,49,17835,2,10,2014,0,1,7856,4653,725,1,2,6775397.4
59810,64,0,1,56,25278,1,10,2016,0,1,5202,8160,445,0,1,5991500.6
86186,85,0,0,36,58102,4,8,2010,0,1,2790,2939,539,1,6,8620785.0
38030,53,0,0,4,13524,5,2,1990,1,1,7981,841,564,0,2,3803961.0
48331,2,1,1,42,1284,5,8,2019,0,1,2820,3403,112,0,9,4839984.9
27856,34,0,1,98,93709,7,1,2016,0,0,7117,6509,194,0,9,2795386.6
70976,84,1,0,44,79617,10,7,2018,0,0,9962,8030,544,1,4,7101406.8
90180,91,1,0,63,1400,4,5,2014,1,0,9500,2033,800,0,8,9023962.4
54646,10,1,0,98,12446,4,4,2017,0,1,4716,7795,383,0,10,5479242.7
42024,72,0,1,9,22621,5,10,2003,0,1,4645,9349,430,1,9,4205806.3
8969,72,1,1,92,69766,5,3,2013,1,0,781,7703,627,1,9,908919.3
38926,58,1,1,7,41410,8,2,2007,1,1,5001,1326,729,0,6,3902208.7
80419,55,0,0,31,72171,5,5,1998,1,1,1333,1081,465,1,3,8043741.8
5585,61,1,1,76,89016,3,10,2019,0,1,6421,3418,926,0,5,564773.9
91651,97,1,0,95,28499,9,8,2016,1,0,9071,9895,175,1,9,9172889.6
5443,17,0,1,39,35512,2,7,2000,1,0,7932,4945,716,1,3,549119.0
15355,1,1,1,30,10908,1,4,1992,1,1,6587,200,551,1,10,1544783.2
6963,11,0,1,65,54919,3,1,1995,0,0,2829,230,589,0,2,703519.5
77261,32,0,0,18,67401,10,6,1997,0,1,5565,2696,640,1,5,7727179.7
26694,68,0,0,72,75658,3,2,1994,1,0,7808,1266,852,0,4,2672253.4
79744,36,1,0,50,92605,4,8,2012,1,1,1480,4074,108,1,0,7979395.2
32084,20,1,0,71,72927,10,8,2015,1,0,2309,4071,851,1,10,3214809.5
