squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
47063,10,1,1,6,80079,10,8,2019,0,1,1135,3650,996,1,10,4713133.9
45985,33,0,0,83,14302,1,1,2008,1,1,9524,8230,986,1,7,4604960.8
39269,87,0,1,16,54877,8,1,1997,0,0,6604,7051,800,0,8,3930292.7
4727,60,1,0,25,6556,3,6,1994,0,0,6301,9229,273,0,8,477285.4
24677,63,0,0,6,92343,8,2,1998,1,1,6976,7410,314,0,10,2469125.8
42936,74,1,1,51,60801,10,10,2016,0,1,6601,2029,870,0,8,4300587.6
93013,76,0,0,80,53855,9,8,2005,0,0,7518,4523,786,1,6,9307630.5
70881,45,1,0,64,44535,7,9,2002,1,1,6846,6439,312,1,5,7092821.2
99130,99,0,1,23,32747,8,1,1993,1,0,7265,9231,115,0,6,9916962.3
82113,22,0,0,24,90750,1,9,2016,1,0,9897,8625,886,1,2,8212303.6
3475,5,1,1,9,34179,9,9,1998,1,1,5996,3689,431,1,6,355722.8
23863,67,0,1,71,72354,6,1,1990,1,0,6878,8157,257,1,7,2397991.0
25602,37,1,0,17,82064,10,9,2021,0,1,9608,336,703,0,1,2564047.1
81021,39,0,1,42,88453,5,8,1995,1,1,6345,5639,252,1,0,8107700.5
25307,24,1,0,90,73502,1,5,2014,0,0,9536,4979,381,1,5,2538791.4
18262,61,0,1,71,79622,5,7,2021,1,0,9975,9294,218,0,7,1834387.1
48077,63,0,1,7,32247,10,2,2018,0,0,7539,4744,438,1,9,4812989.8
94973,55,0,1,86,76018,9,4,1995,0,1,3478,8376,987,1,8,9502380.5
32138,23,1,1,91,85307,5,3,1994,0,0,5589,377,839,1,9,3224251.4
10854,58,1,1,95,10328,1,8,1993,1,1,2726,9507,951,0,7,1096077.3
80306,84,1,1,91,84044,1,4,2004,0,0,7018,4778,371,1,3,8037519.4
1138,4,1,0,18,40157,4,6,1996,1,1,8264,5987,269,0,3,117207.6
24045,31,0,0,56,28613,6,2,1991,1,0,9640,1938,851,1,5,2407159.1
20860,49,0,0,60,42874,10,8,2012,1,0,6395,8846,173,0,10,2091881.2
57790,23,0,1,65,27420,8,2,2002,1,0,1464,5714,622,1,8,5787991.2
73517,79,0,1,63,68858,4,9,1991,0,1,227,5128,931,0,0,7355043.1
137,32,0,1,47,40384,5,1,2021,0,1,6831,1323,242,0,9,21201.1
69685,82,1,0,32,99105,8,5,2006,1,0,757,5072,844,1,8,6973812.6
11104,69,1,1,19,6145,6,2,1996,0,0,6106,7898,471,0,3,1116580.6
65060,30,1,0,75,46047,3,10,2013,0,0,6375,2428,113,0,5,6514250.3
25655,31,1,1,9,58769,5,6,2001,0,1,2420,4919,884,1,5,2573091.1
13285,7,0,1,57,16011,6,6,1994,0,0,4719,8072,668,0,2,1334194.4
84706,75,0,0,24,95781,6,7,1990,0,0,8118,7665,923,0,2,8473043.0
98298,85,0,1,97,85158,2,6,1995,1,1,43,610,311,1,0,9843812.5
74921,57,0,1,61,56179,3,8,2012,0,0,5718,3083,978,1,9,7494913.2
9771,26,0,1,48,97664,3,6,1995,0,1,2211,1892,367,0,0,983421.5
77561,62,0,0,79,44802,5,2,1999,0,0,3871,4451,606,1,5,7760341.9
40104,56,1,1,44,55337,4,8,2000,1,0,8809,3509,689,0,3,4020381.0
4308,79,0,0,19,89621,8,10,2003,1,0,3660,7332,509,0,3,432778.3
14004,5,1,1,33,22849,9,4,2004,1,1,9535,6651,818,0,2,1410301.4
85829,23,1,1,32,96045,10,2,2005,0,1,9686,559,657,1,7,8592258.5
73776,92,1,0,43,15721,8,7,2002,1,1,1789,9854,805,0,7,7383860.2
86253,24,1,1,47,83198,1,9,1998,1,0,2626,3552,909,0,9,8633980.8
85423,40,0,1,39,69673,2,9,1992,1,1,6201,1282,476,1,7,8548531.2
11757,57,1,1,5,10613,6,5,1993,1,1,2326,7969,760,0,3,1183388.3
33761,71,1,0,76,98059,5,2,2001,1,0,5758,5727,677,0,2,3381494.1
33749,85,1,0,2,35590,8,9,2016,0,0,8671,5017,646,1,2,3379893.6
83865,38,1,1,42,27967,6,2,1992,0,1,8832,732,680,1,9,8395225.2
79067,27,1,1,58,25553,7,10,1994,1,1,8279,7190,183,1,7,7914438.4
91698,21,1,0,38,58357,9,8,1993,0,1,521,9569,109,0,7,9177134.3
22973,41,1,0,80,97510,1,9,2001,0,1,6044,1986,804,1,3,2302445.1
27838,87,1,0,73,5442,5,1,1993,0,0,3189,7357,241,1,9,2787148.3
21832,69,0,1,26,79056,5,4,1990,0,0,4442,9402,149,1,9,2186291.0
291,22,1,1,47,19824,5,10,2003,1,0,6446,1384,366,0,10,38413.3
46666,81,0,0,38,53916,4,10,2011,0,0,3128,7531,277,0,0,4668103.1
88329,22,1,1,20,54300,2,8,2004,0,0,9532,5702,836,0,6,8841056.4
37103,61,0,1,8,71913,4,3,2017,0,1,4148,5588,848,0,6,3714959.7
29789,87,0,0,90,56117,3,6,2014,0,0,6009,9333,879,0,5,2984021.4
1399,77,0,1,67,94420,2,10,2009,1,0,9089,9909,750,0,7,148407.9
13696,8,0,0,40,16192,7,8,2003,1,1,905,5498,398,0,10,1371950.3
79354,4,1,0,28,35812,2,9,1991,0,1,4757,6597,895,0,4,7939210.1
93656,65,0,1,8,29038,1,3,2007,1,0,4173,2017,230,1,10,9369720.7
16247,71,0,0,95,6358,8,4,1990,0,0,8238,4493,957,0,4,1634324.0
97330,23,1,0,82,21446,5,9,1996,0,0,362,7331,430,0,3,9739677.6
78982,38,1,0,18,84329,3,8,2007,1,1,1538,7225,328,1,0,7905259.7
78367,30,1,1,89,40416,8,8,1995,0,0,6088,6500,319,0,3,7847930.5
98729,36,0,0,4,95443,4,1,2002,0,0,9090,2432,351,0,6,9873352.2
97651,26,0,0,45,56512,7,10,1998,1,1,2936,2825,299,1,1,9769739.8
69203,8,0,0,68,7461,7,6,1993,0,0,9636,3900,732,1,3,6926561.3
44416,76,1,0,46,55062,3,3,2001,1,0,2296,1554,577,0,10,4450953.1
68494,83,1,1,79,58586,9,6,1992,0,1,9754,5,264,1,5,6854981.2
59545,65,0,1,21,90618,1,10,2020,0,1,5558,5073,642,0,9,5958908.0
66784,34,0,0,3,96197,7,10,1992,0,1,238,15,853,1,9,6679374.2
69375,6,1,1,96,30297,4,3,2003,0,0,9878,7270,954,0,10,6952253.3
75990,57,0,1,6,83909,5,2,2006,0,1,3803,7471,511,1,7,7605199.6
92539,55,1,0,74,64623,5,10,2001,1,0,5478,3556,427,1,9,9260585.1
57720,35,1,1,14,88487,10,6,2017,1,0,3550,6304,794,1,9,5777415.7
44961,14,0,0,50,90818,4,1,1997,0,1,3790,7685,627,1,6,4501549.7
20964,82,1,1,1,84565,9,7,2001,1,0,2157,7829,950,0,4,2101237.1
42734,84,0,1,67,3854,9,2,1990,1,0,8532,9106,195,1,10,4279195.0
23895,41,0,1,26,65183,8,10,2012,0,0,9891,8736,997,0,6,2396762.2
13877,23,1,1,23,2486,8,3,2003,0,1,5312,8205,819,0,8,1397190.3
