squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
41381,16,0,1,42,18638,7,6,2016,0,0,7020,2180,289,0,4,4142103.6
45301,37,1,0,44,23571,5,5,2001,0,0,7672,997,525,0,8,4535094.1
8305,57,0,0,55,11927,2,9,2014,1,0,4961,1343,561,0,9,832871.4
39032,21,0,1,28,72731,10,2,2018,0,1,7764,7403,262,0,4,3907832.8
36223,20,0,1,21,33569,8,6,1998,1,1,5211,6653,823,1,1,3627823.8
6127,7,1,0,77,39323,9,2,2013,0,1,8266,3652,217,1,0,620272.3
42903,3,0,0,59,52947,10,5,1991,1,1,4733,2408,765,1,6,4295529.1
18485,38,1,0,93,95615,2,2,2019,1,0,7715,1251,363,0,9,1853308.9
71296,96,0,0,40,76968,10,1,2003,1,1,3201,5706,953,0,3,7132660.3
33296,74,1,0,88,29797,8,7,1998,1,0,8096,4556,150,1,9,3335730.8
63259,29,0,1,25,66637,3,4,2011,0,0,6792,5071,281,0,2,6330378.1
28584,95,1,1,29,2515,1,2,1993,0,0,3149,7964,190,1,1,2865308.3
88258,70,1,1,3,2101,10,2,2005,0,1,559,1497,650,0,9,8833655.5
83639,3,1,1,49,39385,6,10,2006,0,1,2420,1853,830,0,1,8374057.6
51721,54,0,1,43,87436,5,4,2002,0,0,1583,7074,883,0,7,5175060.2
90253,19,0,0,14,23523,5,5,1991,1,0,1105,3068,576,0,5,9026845.1
26659,49,0,0,15,73961,9,9,2021,0,1,2049,6036,155,1,6,2668012.1
99985,20,0,0,77,28887,9,5,2003,0,1,3025,6669,354,1,1,10004278.3
61235,83,0,1,36,630,7,3,1990,1,0,4099,6104,929,1,5,6128731.0
31451,1,1,0,37,30314,1,3,1995,1,1,3103,4302,311,0,2,3153350.5
14366,15,1,1,15,16730,6,9,2009,1,1,5596,6777,230,1,9,1442920.9
96237,80,1,1,32,1798,5,4,2015,1,0,3692,3433,181,1,10,9631795.5
51391,73,0,1,73,93977,8,3,2008,0,1,3336,124,223,0,3,5145855.8
61448,69,0,0,52,53401,6,4,2011,0,1,4170,7715,888,1,5,6148309.1
16789,53,0,0,42,61555,10,5,1990,1,0,6329,4846,900,1,9,1681437.0
67527,38,1,0,57,72494,5,7,2005,0,0,4421,7701,417,1,7,6758641.5
86472,67,0,1,72,27066,9,9,2007,0,0,9033,5416,518,0,8,8649820.7
