squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
11471,17,0,0,100,64766,9,4,1993,1,0,469,5098,112,1,3,1152849.3
46644,7,0,0,55,63744,9,9,2017,0,1,1862,3938,375,0,1,4668991.7
20771,46,0,1,35,75020,6,6,2019,1,1,9823,6581,445,0,7,2083710.9
84716,69,0,1,84,42723,1,9,1998,0,0,8032,1233,958,1,3,8479849.8
34762,70,1,0,45,25393,1,2,1990,1,1,3618,5461,457,1,1,3482612.0
37442,66,1,0,75,54775,9,1,2003,0,0,5322,9093,812,0,1,3750097.3
83214,74,0,1,82,17536,10,5,2015,1,0,1773,6167,428,0,8,8329159.5
5460,77,0,0,84,98186,4,10,2006,0,0,3309,9540,226,0,4,552196.6
36297,35,0,1,99,34344,2,7,2013,0,1,8023,4657,235,1,2,3635567.3
81557,38,1,1,19,50028,6,2,1990,0,0,238,3027,647,1,3,8162608.0
30300,49,0,0,74,95266,7,3,1998,1,0,6474,5517,988,0,1,3033117.8
79814,32,1,1,75,11928,10,3,1991,1,1,1270,3194,438,1,3,7995547.1
94707,30,0,1,1,72014,1,7,2014,1,0,2933,694,276,1,6,9473157.4
17934,50,0,1,72,30525,7,6,2013,1,1,5652,6797,470,1,9,1801096.3
57939,26,1,1,73,88128,8,3,2011,0,1,5502,3861,965,0,0,5805607.1
13814,46,1,0,97,48615,5,2,2007,0,0,4772,2443,598,0,9,1388629.7
13461,8,1,0,31,16464,6,6,1996,1,1,9134,3880,604,0,7,1349819.6
16693,26,0,1,35,97134,4,3,2020,1,1,3780,3967,955,1,6,1673561.0
5888,66,1,1,40,41133,1,10,2014,0,1,394,6921,619,0,4,597556.4
79610,75,1,1,6,84828,8,3,2011,1,0,2551,7114,538,1,2,7968541.1
27655,12,0,0,19,95042,9,10,2009,1,0,2566,4157,453,1,5,2767015.9
5849,39,0,0,43,7619,4,8,2009,1,0,7993,2585,672,0,5,588467.9
99536,98,0,0,32,81518,6,4,1992,0,0,3710,4852,360,0,5,9956467.2
70383,10,0,1,87,47496,5,2,2005,1,1,5567,1227,871,1,2,7050270.5
40372,84,0,1,26,5872,2,9,2011,0,0,8992,7971,758,1,0,4042590.1
63975,72,0,1,90,17172,7,5,2020,0,0,407,79,639,0,4,6404090.0
2155,71,1,0,1,54648,8,1,1990,0,0,292,7462,529,1,9,219290.0
58516,5,1,1,45,14407,7,4,2012,0,1,9795,6156,333,1,5,5859646.2
22238,14,0,1,14,58635,2,6,1990,0,1,4166,698,425,0,8,2229057.0
17345,42,1,0,22,41130,10,7,2019,0,0,2768,9990,919,0,4,1739138.9
27002,82,0,1,18,55734,6,6,2007,1,0,223,7916,754,1,3,2703257.7
68667,86,0,0,24,18037,3,8,2015,1,0,7536,215,357,0,4,6867515.5
31054,55,0,0,44,78974,1,5,1994,0,0,7568,283,582,0,9,3108729.4
229,49,1,0,6,72140,2,1,2014,1,0,1820,999,805,1,4,27438.4
87800,12,1,1,51,1517,9,9,2010,1,1,8158,3365,500,1,4,8790424.0
73069,63,0,0,40,20202,10,5,2021,1,0,8757,4118,418,0,1,7310442.1
6031,83,0,0,6,92426,10,8,2017,0,1,3757,5650,433,0,6,604367.7
76903,36,1,1,29,9927,7,10,1996,0,1,4698,2855,941,0,1,7700543.6
9889,1,0,1,65,54796,6,1,2006,1,0,3856,2412,470,1,10,994976.6
61745,93,0,1,36,34986,10,7,2019,1,1,9747,1000,819,0,3,6180867.9
91532,10,0,0,86,34847,8,3,2020,0,0,9729,9281,303,1,1,9156554.0
99609,23,0,0,68,28112,4,2,1996,1,0,6693,356,619,0,10,9967075.6
82665,29,0,1,85,73427,6,5,2018,1,1,3307,1314,125,0,3,8280105.8
97179,55,1,0,66,69351,9,1,1993,1,1,7033,2703,323,0,7,9724166.3
79582,64,0,0,24,80064,5,1,2001,0,1,8998,36,424,1,9,7960890.1
16852,87,1,0,7,92564,8,10,2004,0,0,1619,4926,626,1,6,1690910.4
43920,77,0,1,93,48540,8,6,2003,1,1,7470,7023,451,1,7,4396723.3
86397,46,0,0,98,53764,7,5,2017,1,1,8353,8341,621,0,9,8649275.7
65883,13,0,1,66,41150,7,1,2018,0,0,5578,9832,559,1,8,6599494.8
93815,20,0,0,32,82210,8,8,2004,0,0,8644,3947,253,1,3,9383412.4
27902,16,1,0,28,84915,1,3,1991,1,0,5299,3617,585,1,3,2797357.1
59732,69,1,1,75,63449,4,6,2021,1,1,9728,3783,788,0,3,5982091.1
36428,100,1,1,25,44144,4,4,2018,1,0,6406,6308,827,0,1,3649020.8
37174,4,1,0,28,47230,7,8,1990,1,0,6526,907,775,0,8,3721209.0
79770,44,1,0,73,80253,3,6,2001,1,1,5995,6230,846,1,3,7983537.1
78259,19,1,0,3,75751,1,4,1992,1,1,4501,8748,215,1,10,7829196.2
22811,75,1,0,50,19684,2,4,2016,0,1,9974,4388,355,1,2,2285502.6
35912,88,1,1,85,70635,5,7,2018,0,0,4027,3050,814,0,8,3603983.8
1575,80,1,1,17,89846,10,8,2016,0,0,5798,2548,277,0,5,163475.6
42934,40,1,0,2,308,8,6,2020,1,1,8797,5804,496,0,5,4297263.0
54016,26,0,1,50,89320,10,5,2000,1,0,2496,7497,130,1,1,5407699.0
78983,57,1,0,49,29884,6,6,1990,0,1,9114,9464,916,0,5,7904937.0
81319,73,0,0,98,76707,5,7,2020,0,1,348,3310,659,0,9,8141470.0
70432,23,0,0,4,93301,9,3,2012,0,1,3986,1713,793,0,10,7044387.2
53762,45,0,1,98,40769,2,5,2000,1,0,1270,4514,153,1,1,5385468.0
43761,53,0,1,5,21224,1,10,2013,0,1,4391,298,559,1,0,4378702.3
50643,24,1,0,46,32207,4,9,2013,1,1,2086,8048,745,0,2,5070436.3
38305,8,0,0,47,73718,6,7,2010,0,1,4046,209,310,0,6,3833081.0
13389,10,0,1,95,28124,7,4,2015,1,1,2978,7536,441,0,2,1349726.5
81783,82,1,1,26,12296,4,4,2014,0,1,1530,7455,175,0,7,8186131.4
60511,56,1,0,44,33405,2,4,1996,0,1,1982,6080,396,0,5,6056788.6
96387,58,0,1,45,37619,3,5,1992,1,1,9583,6348,984,1,3,9643438.2
51687,86,1,1,89,79550,2,2,2016,1,1,7341,7302,579,1,3,5183003.6
86933,58,0,0,7,90450,6,9,1991,1,1,2580,6875,610,1,2,8694297.1
15124,18,1,1,98,52316,5,10,2017,0,0,3444,3417,746,0,2,1524899.7
8931,100,1,1,44,52719,9,8,1997,0,0,2495,4787,530,1,7,902753.7
90091,92,1,0,52,63399,3,7,1994,1,0,5101,4679,488,0,0,9018116.4
16279,75,1,1,95,69083,1,6,2007,1,0,8181,4291,415,0,5,1636515.7
52345,71,1,1,14,66187,6,6,2003,0,1,1017,844,305,1,5,5241325.3
5916,43,0,0,10,17202,4,4,1998,1,1,1338,8428,253,0,5,592539.8
47499,94,1,1,95,93032,4,4,1994,0,1,7833,2589,913,0,5,4758839.4
44208,15,1,0,33,41113,2,9,1999,1,1,8253,4423,555,1,6,4425818.9
40137,65,0,1,86,55276,10,3,2017,1,1,3809,7413,775,0,7,4022874.7
74309,19,0,0,73,81934,3,1,2015,0,0,6743,447,607,0,2,7433733.5
98094,92,0,1,8,63978,7,3,1998,0,0,2462,7689,272,1,0,9813413.8
32029,72,0,1,97,85543,6,3,1999,0,1,535,8252,189,1,0,3213964.9
11182,56,1,0,77,43328,6,7,2013,0,1,6799,2820,179,0,5,1128240.3
57962,15,1,0,93,51802,8,8,2013,0,1,2498,2453,215,1,8,5808764.3
44967,50,1,1,77,32613,7,10,2002,1,0,19,5029,373,1,1,4505471.2
36466,74,1,0,11,95070,6,4,2021,1,0,3367,3239,938,1,4,3648757.1
81394,65,0,0,100,53264,7,1,2009,1,0,3663,1762,320,1,2,8145950.9
