squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
22615,61,1,1,30,48011,1,9,1991,0,1,7923,2541,321,1,7,2271139.1
6518,10,0,0,72,65523,1,7,2008,1,0,5381,6047,739,1,0,658946.8
67648,28,0,0,67,28888,3,10,2004,0,0,2557,3520,432,0,9,6770108.4
36353,50,1,0,2,58865,9,8,2018,1,0,6760,2725,190,0,0,3638165.8
68985,99,0,0,29,68791,10,1,2002,1,1,6676,7056,554,1,7,6900905.2
48258,94,0,0,46,2696,8,10,1994,0,0,9611,509,693,1,7,4830907.4
67489,70,0,1,31,11975,10,10,2001,0,1,6885,8544,798,1,7,6756566.1
96184,46,0,0,1,29645,1,5,2005,1,0,3961,5310,986,0,7,9618863.5
42365,36,0,1,96,71490,7,2,1996,1,1,7976,4616,520,0,2,4249618.6
88274,45,0,1,41,97886,7,10,2021,0,1,1899,1045,445,1,1,8832114.1
49634,81,1,1,90,27843,9,5,2021,1,1,7859,8936,513,0,1,4972427.1
15062,12,0,1,42,42048,4,2,2005,0,0,6899,1733,112,0,1,1511857.5
74606,50,1,0,73,62661,2,10,1990,1,1,8031,3255,664,1,3,7471533.0
8368,4,0,1,55,46363,5,3,2016,0,0,6985,6031,710,0,4,842999.6
31821,7,1,0,63,68424,3,2,2019,1,1,389,1079,298,1,6,3187554.9
72741,56,0,1,49,16484,8,9,2011,0,1,9912,8775,709,1,10,7280439.1
53527,88,0,0,71,69413,3,7,1995,0,0,3816,6445,559,0,0,5356315.5
27702,17,1,0,25,26593,5,1,2015,0,1,7133,6171,844,1,3,2778207.5
69178,15,1,1,1,39748,8,4,1995,1,0,5550,7971,621,0,8,6921350.5
51766,71,1,1,36,36,6,5,2000,1,0,3915,2821,311,1,4,5186043.0
14322,63,0,1,66,35929,3,5,2017,0,0,567,9267,352,0,6,1439924.7
13147,71,0,0,65,62682,5,8,2013,0,0,1741,2233,497,1,10,1316451.3
89434,56,0,0,13,20031,5,9,1995,0,1,408,7169,747,1,10,8945011.5
77439,91,1,1,56,67320,9,3,2007,0,1,7307,2637,908,0,5,7754431.7
99811,76,0,1,90,9380,5,9,2005,1,1,2739,3082,783,1,5,9988416.5
15301,66,1,0,5,67235,4,3,1992,0,0,4711,9162,390,0,10,1534279.2
46701,44,0,0,59,97400,4,2,2009,1,1,4847,7520,843,1,1,4674499.9
72938,90,0,1,64,28816,3,6,2007,1,0,242,1625,929,0,3,7301218.7
84600,74,1,1,43,65569,7,4,1997,0,1,6703,3965,713,1,6,8467208.7
65554,33,0,1,14,16271,10,4,1995,1,1,3191,211,709,1,0,6559482.5
86607,50,0,0,4,52557,2,6,2008,1,1,4425,2605,125,0,8,8661568.8
99426,79,0,1,26,28961,3,9,1993,0,1,4028,4420,591,0,0,9945644.3
72990,42,1,0,1,31115,4,5,2016,1,0,8597,6808,619,1,1,7301689.6
41711,77,0,1,93,58786,8,7,2011,1,1,719,2167,382,0,2,4176663.1
52668,7,1,1,76,22354,6,2,1996,1,1,2180,3122,838,1,2,5281141.6
27059,45,1,0,40,23486,10,9,2018,1,0,6965,9220,455,0,7,2713421.8
12865,5,0,0,54,64395,6,6,2000,1,0,7714,6904,597,1,8,1288172.0
87045,61,1,0,19,72983,10,10,1992,0,0,7325,4603,237,0,4,8709780.2
64584,90,0,1,31,32259,10,1,1996,0,1,5811,5719,217,0,9,6465423.6
22681,93,1,1,6,9540,2,5,2004,1,0,9803,143,583,0,1,2273361.4
16704,49,1,1,8,60511,2,7,1994,0,0,7325,1013,929,1,10,1676124.4
25124,97,0,1,25,83534,6,9,2014,0,1,397,8988,962,0,3,2517156.4
64209,30,1,1,55,53245,5,5,1992,1,0,9761,6148,525,1,0,6428666.2
18730,68,0,1,71,91571,2,6,2008,1,1,7624,2629,331,0,7,1884158.8
96177,40,1,0,19,53582,7,4,1996,1,0,2237,4485,268,1,1,9623218.6
76671,22,1,1,76,31159,5,6,2001,1,0,3701,784,296,1,10,7674844.1
39129,76,0,1,26,36562,9,10,1996,1,1,4674,8150,737,1,8,3919404.6
52859,71,1,1,99,89274,7,8,1993,1,1,5401,9757,727,1,9,5299328.3
26223,12,0,0,76,23351,3,9,1994,0,0,7431,2331,798,1,0,2628273.4
89071,48,0,0,91,17916,8,8,2008,1,1,5942,7227,649,1,9,8913105.8
55022,61,1,0,43,37613,6,10,1998,1,0,8955,9093,216,0,1,5508301.8
60721,42,0,1,9,46929,5,6,2005,1,0,68,4701,695,0,8,6077844.5
28772,4,1,1,85,61413,2,4,2003,0,0,8141,5596,327,0,9,2888733.3
92716,48,0,0,3,34663,6,8,1991,0,1,9364,4010,731,1,7,9272362.1
19092,21,0,1,85,85194,8,6,2020,0,0,2171,4787,797,1,7,1915270.0
41440,98,1,1,77,99209,3,5,1990,1,0,3885,2364,997,1,7,4155501.0
60305,88,1,1,90,24189,1,3,2019,1,0,6297,5170,925,1,7,6038984.9
