squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
93656,45,0,1,34,88235,3,7,1997,1,1,9808,1333,156,0,6,9372651.7
16771,48,1,0,18,41970,6,7,2014,0,1,995,5062,884,1,8,1682658.4
35285,97,1,0,59,87844,2,3,2018,0,0,184,5613,209,0,7,3533836.8
50747,71,0,0,36,58193,4,5,1991,0,0,685,8379,761,1,5,5078303.1
28452,50,0,0,72,65296,2,8,2007,0,0,4152,898,719,0,9,2849892.7
97763,85,0,1,98,93195,4,4,2004,0,1,303,8287,363,1,0,9781005.4
75461,16,1,1,77,84536,4,3,1991,1,1,9854,759,508,0,8,7556204.1
50931,1,1,0,79,83516,10,6,2008,0,0,1622,6326,859,1,9,5101339.8
83028,65,1,1,71,79082,6,2,2015,0,0,1837,3595,384,0,9,8314727.5
86084,97,0,1,44,48559,8,6,2012,1,1,9379,8734,958,0,1,8611089.2
99506,14,1,0,62,91675,4,1,2019,0,1,6320,8501,380,1,2,9956712.9
87669,27,1,0,11,70942,1,4,2008,0,0,4876,5867,138,0,10,8770848.8
16971,74,0,1,35,93433,10,3,2014,1,0,1873,5241,744,0,4,1705102.4
16856,66,0,1,92,2759,2,9,2003,0,1,6482,8793,266,1,2,1698227.3
92853,77,0,1,50,297,2,5,2005,0,0,6201,1459,528,1,10,9292239.5
58332,57,1,1,74,41297,3,9,2006,0,0,102,5217,668,1,5,5848290.6
46219,88,1,0,88,29524,6,9,2012,1,1,4624,4445,444,0,7,4631239.2
4780,10,1,0,93,35539,9,9,1993,1,1,4292,5196,528,1,10,485037.3
75095,10,1,1,18,30446,4,5,1999,1,1,7986,4416,103,1,9,7513525.9
19796,4,1,0,30,59167,6,2,2005,1,0,9160,9986,745,1,6,1984461.5
41867,61,1,1,65,83849,7,7,2014,0,0,9906,6760,769,1,3,4199195.4
46187,54,0,1,82,40362,8,7,1998,1,0,3100,1081,271,0,1,4630712.8
7631,76,0,1,33,88327,6,4,2019,1,1,9516,8984,564,1,7,769449.9
50384,30,0,1,23,671,4,7,2005,1,0,1349,6517,145,0,5,5041905.5
2041,16,0,1,34,27021,10,5,2014,0,1,5580,7186,690,0,7,210233.4
19606,83,0,0,23,30437,3,7,2014,1,1,7491,6896,327,1,10,1961926.4
77646,20,0,1,25,79807,7,7,2016,0,0,7862,6557,606,1,0,7770073.6
79401,99,0,0,73,97865,8,5,1996,1,0,6739,2262,681,0,7,7941702.6
79380,51,0,1,50,64269,5,9,2004,0,1,9140,6886,280,1,3,7943681.4
77337,32,0,0,68,86551,2,4,1991,0,0,6260,6902,287,0,2,7739167.1
30551,80,0,1,68,64343,2,10,2009,0,0,4792,4958,853,0,0,3063018.9
9758,28,0,0,4,18505,1,9,1994,1,0,5511,1832,454,1,8,976405.4
71370,18,0,1,16,60819,3,10,2013,1,0,9602,3703,969,0,1,7139541.3
42167,67,0,0,99,83682,4,6,2020,0,1,5838,467,398,1,4,4223638.0
68826,58,0,0,21,76890,2,2,2010,1,1,3126,1192,675,1,2,6884918.0
9529,71,0,1,41,72788,3,4,2019,0,1,9342,5719,247,1,1,959254.9
40869,27,0,1,81,10051,1,6,2005,0,1,9403,2267,294,1,5,4094441.5
58938,83,1,1,64,51038,5,4,1996,0,0,5690,1146,738,0,9,5905161.6
58528,1,0,1,50,79667,1,1,2000,0,0,1886,372,444,0,9,5855444.0
18491,48,1,1,10,71001,5,5,1997,0,1,8154,3233,699,0,8,1854892.7
28739,24,0,0,44,53893,4,10,1990,1,1,4836,2536,620,1,7,2878087.0
8242,33,1,1,76,54430,1,8,2003,1,1,1941,3466,385,1,7,841275.3
72120,20,1,0,14,97295,7,3,2015,0,1,1204,5831,402,1,6,7218350.5
70274,93,1,1,32,72187,6,10,1997,1,0,5016,8006,367,0,2,7032807.7
34477,75,1,1,17,88031,10,8,2001,0,0,6183,7824,771,1,6,3453950.1
78088,53,0,0,6,67157,7,4,1994,0,0,5869,20,248,1,7,7809475.4
46899,54,1,1,13,80984,9,4,1996,0,1,3837,1456,684,1,10,4698499.6
34428,92,1,0,64,23277,1,5,2002,1,0,402,4606,696,0,9,3450922.2
28168,11,1,0,93,10576,3,1,2019,1,0,5014,6045,100,1,2,2831367.9
61839,66,1,1,9,13131,1,9,2009,0,0,1392,5346,555,1,2,6189722.9
31657,58,0,0,2,7056,6,9,1996,0,0,3710,9209,151,0,6,3166331.6
43717,57,0,0,99,36508,3,7,2002,0,1,4893,9700,342,1,2,4381556.2
54715,74,0,0,38,6441,2,4,1997,0,1,5908,4317,776,0,7,5472607.7
23623,26,1,0,21,54284,7,9,1997,0,1,3751,4158,103,0,4,2368635.7
23759,33,0,0,56,81549,8,5,1996,0,1,8103,2704,408,0,3,2380283.6
25275,61,1,1,4,77195,10,4,2021,0,1,8279,9423,271,0,9,2531559.1
13323,46,1,1,32,64602,2,2,2019,0,0,9918,5068,124,1,8,1344350.9
87763,36,0,0,11,64490,2,3,2014,0,0,7043,300,536,1,8,8777041.4
2905,24,1,1,51,44641,10,5,2018,1,0,5801,8775,897,1,10,301329.8
8403,22,0,1,47,73864,10,3,1994,0,0,1987,8326,365,0,5,847532.4
79594,85,0,0,60,40723,9,2,2007,1,1,7192,8798,129,0,5,7962250.7
19773,15,0,1,39,36644,2,2,1998,1,0,3725,1373,673,0,1,1982544.8
41110,25,0,0,97,32332,5,7,2005,0,1,3861,6949,599,0,7,4116694.5
55660,9,1,1,26,84510,1,5,2021,1,1,5395,5590,335,0,1,5576601.1
6051,80,1,0,44,8340,5,10,2014,1,1,8621,9943,950,1,5,610578.4
22907,26,0,1,1,1216,3,5,2017,1,0,4614,445,852,1,0,2296157.7
58679,60,1,0,46,95785,6,5,2011,1,1,3599,6354,795,0,4,5874828.1
55023,18,1,1,5,13,3,9,2010,1,0,9692,5951,610,0,0,5510997.0
51124,81,0,0,26,93857,1,5,2018,0,0,7199,6759,740,0,1,5114003.8
97422,48,0,0,17,84278,2,8,1996,1,1,2828,7888,422,0,8,9744055.6
66057,33,0,1,48,53247,10,3,2013,1,0,7500,9763,125,1,7,6615509.3
81319,64,0,1,39,71231,2,9,2010,1,0,4826,8919,690,0,6,8139384.0
