squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
46864,3,1,0,4,59721,7,8,2002,1,1,4315,6193,704,0,8,4690234.2
6881,69,1,1,15,76652,1,7,1996,1,0,379,3121,407,1,10,693986.6
88838,41,0,0,94,44183,5,3,1993,1,0,3040,8278,499,1,7,8892157.3
90350,80,0,1,82,58263,2,7,2015,0,1,3023,3934,844,0,7,9041614.5
88408,37,0,0,79,31130,6,3,2004,1,0,6195,8838,400,0,0,8842527.4
37017,26,0,1,75,4978,7,7,2000,0,0,2197,1052,655,1,6,3709665.0
40035,37,1,1,41,31750,10,4,2021,1,1,9391,7210,532,1,0,4010245.1
49740,99,1,1,75,9014,2,8,2020,0,0,4019,4690,311,0,5,4987445.0
50296,62,1,1,59,6655,9,1,1993,1,0,6698,6296,283,0,6,5038241.3
47237,31,1,0,96,68937,7,6,2003,1,1,3035,1376,974,1,0,4736122.3
53536,62,0,0,42,35800,4,8,2018,1,1,3985,1470,693,0,0,5356837.8
68348,75,0,1,62,6828,3,9,1995,0,1,2304,9343,704,1,4,6841098.5
3790,7,0,1,55,55679,10,8,2021,0,0,319,3282,864,0,3,383898.1
31906,15,0,1,73,60045,2,3,2000,1,0,6121,2749,463,1,9,3194626.0
51672,89,0,1,76,16411,6,10,1992,0,1,6292,2856,591,1,10,5176324.2
31990,100,0,1,73,86580,7,6,2018,1,0,2491,7846,974,0,0,3204947.8
12099,53,0,0,67,80254,2,8,2011,0,0,1856,9320,954,0,10,1216298.1
29366,22,0,0,63,38089,3,3,2017,0,0,6351,9159,709,0,9,2941676.7
429,83,0,1,18,12993,4,5,1996,0,1,3648,1264,990,1,0,49802.6
65413,96,0,1,15,98244,10,5,2014,0,0,2437,3629,569,0,5,6545051.4
83090,56,1,0,94,73211,8,7,1994,1,1,9920,1640,469,1,2,8315777.4
16218,66,1,1,70,44999,5,10,2015,1,1,6691,548,220,1,8,1630148.5
64943,100,0,0,8,59964,5,2,2000,0,0,6076,483,942,1,9,6495254.0
1947,6,0,0,43,46598,10,10,2013,1,1,8878,2035,385,0,6,198209.3
4009,37,1,0,74,64898,4,9,2005,0,0,2551,1820,847,1,4,406778.5
41404,2,0,0,69,1993,2,8,2020,1,0,7226,9838,814,0,8,4147112.0
