squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
61924,89,0,1,21,57805,1,9,2003,0,1,4010,3798,525,1,4,6198532.3
54550,94,0,1,59,5827,9,8,1997,0,1,4482,2989,486,0,5,5460811.7
84491,83,1,1,16,27636,3,1,1996,0,1,6653,4391,323,0,6,8457523.6
4007,2,1,0,11,3545,2,4,2020,0,1,339,1049,245,0,1,404732.0
55238,86,0,1,63,39533,7,8,2018,1,1,5472,1020,947,1,7,5527940.8
47794,35,0,1,78,94512,4,2,2014,1,0,7795,3910,957,1,7,4784670.4
37944,37,0,1,54,30467,3,9,1995,1,0,7627,4770,153,1,8,3799916.5
14434,8,1,0,54,18973,9,7,1993,1,0,5877,5044,749,1,10,1453434.3
12193,32,0,0,6,53461,8,2,2006,0,1,1586,1438,781,0,8,1220166.6
41757,46,0,0,31,7214,1,2,2016,0,1,4331,1483,194,0,0,4177546.6
84609,59,1,1,29,57704,6,8,2006,1,0,1459,5381,205,0,10,8469601.6
7517,20,1,0,59,4423,2,7,2004,1,1,1063,1542,456,0,2,756764.4
89974,11,1,1,43,77799,1,2,1990,1,0,8372,2680,431,0,8,9008989.0
56191,6,1,1,51,84313,5,8,2005,1,1,5181,8338,358,0,4,5625288.5
36799,77,0,1,56,17623,10,9,1992,0,1,9053,9408,623,0,7,3685628.2
60555,100,1,1,17,87291,10,5,2016,1,0,2639,139,506,0,10,6065217.6
80582,24,1,0,74,65750,1,3,2011,1,0,2241,2390,146,1,8,8067342.1
28964,75,0,1,54,64637,1,6,2004,0,1,9920,5718,560,1,3,2905336.4
45467,82,0,1,29,75809,10,9,2006,0,0,368,757,182,1,10,4551038.6
80039,86,1,1,45,14020,4,6,1996,1,0,6447,4215,581,1,7,8009219.6
94744,36,0,1,12,32003,5,6,2010,1,1,252,2959,212,1,10,9477533.0
23494,3,1,1,61,5253,7,1,2014,1,1,509,8537,542,1,6,2361737.4
8908,7,1,0,58,35469,3,9,1997,0,0,5619,9872,999,0,1,896834.7
8416,63,1,1,99,87396,1,1,2013,1,0,7932,8752,124,0,10,850814.3
50070,66,0,1,47,51088,4,4,1995,0,1,2411,2709,766,1,6,5010998.5
18286,89,0,0,78,76283,1,9,2016,0,1,7738,405,738,1,6,1833185.6
67798,54,0,0,87,46628,1,4,2013,1,0,5019,8004,839,1,2,6783470.3
71025,99,0,0,23,4861,4,4,2010,1,1,5948,9820,464,0,7,7104405.0
23088,29,0,0,55,88095,1,5,2000,0,1,778,5598,774,0,2,2313705.0
96923,94,1,0,2,90110,4,3,2008,1,1,9683,7278,392,0,4,9694422.8
22587,48,1,1,29,2661,9,3,1998,0,0,5533,6315,652,0,3,2266626.8
81793,10,0,0,73,95922,2,10,2018,0,0,7377,6263,472,1,4,8184784.8
92698,19,1,0,28,75398,6,9,2006,0,0,6673,8726,275,1,3,9274536.6
61241,19,0,0,45,80077,9,3,2019,0,1,6684,5966,766,0,2,6125986.9
21068,18,1,1,85,23455,4,5,1990,1,1,9868,6168,935,0,1,2118534.0
84154,70,0,0,83,24336,4,3,2008,0,1,7318,6920,890,0,6,8419569.8
63437,51,1,1,78,84675,7,10,2000,0,0,4062,4048,156,1,10,6351922.0
34441,35,0,1,1,35192,10,6,2002,0,0,1045,6010,836,0,1,3447690.2
70634,46,0,0,7,74343,8,5,2002,0,1,6044,4777,370,1,9,7064676.2
