squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
14074,85,1,1,78,18483,10,9,2003,1,0,6987,475,143,1,3,1421626.3
62598,39,1,1,83,207,2,3,2008,1,0,4585,7347,405,0,7,6271214.8
51419,91,1,0,12,79245,5,4,2014,0,0,2145,3160,845,1,8,5147263.4
71012,61,0,0,77,56090,8,3,2004,1,0,4665,5220,434,0,6,7108699.4
69866,93,1,0,94,32080,8,3,2004,0,0,7437,3271,270,1,2,6995283.4
75124,27,0,0,20,32634,3,4,2009,1,0,7236,5625,325,1,6,7513990.9
73117,64,1,0,58,72914,10,10,2004,1,0,8695,3966,683,1,0,7317591.4
6086,42,0,0,4,10079,1,3,1992,1,1,8861,4976,348,1,10,609401.2
62114,85,0,1,78,18473,7,1,1994,0,1,8066,82,972,1,5,6218248.4
85301,88,0,0,50,24540,8,10,2016,1,1,5153,3018,449,0,4,8532351.6
24046,29,0,0,41,57817,3,8,2021,0,1,78,6697,681,1,2,2408555.1
49729,47,0,1,74,99549,4,10,1999,1,0,4841,2955,391,0,7,4979777.9
96177,51,0,0,73,80137,10,4,1997,1,1,4294,8149,816,1,3,9620405.7
5279,37,1,1,72,31339,7,6,2001,1,0,9278,7212,591,1,9,536296.1
64633,20,0,1,56,27883,3,4,2002,1,1,5082,9698,691,0,8,6472293.2
26229,35,1,1,100,36669,4,6,2003,1,1,3372,255,274,1,7,2634608.3
92438,35,1,0,99,23151,7,5,2005,1,0,374,2440,160,1,9,9255862.5
52332,36,0,0,33,28835,8,7,1995,0,0,2097,1463,938,1,10,5234888.5
64088,52,0,1,67,7722,9,7,2011,1,1,8966,8195,867,0,3,6417344.1
90832,54,0,0,90,56486,8,5,2011,0,0,8429,8117,185,0,8,9088841.1
4169,27,0,0,30,25409,3,2,2000,1,0,2774,9439,254,1,5,419550.0
18501,63,1,1,13,33825,10,4,2004,1,1,7911,7763,204,0,1,1855087.4
21413,34,1,1,72,42530,8,6,2000,0,1,1799,2781,607,0,4,2154718.0
84077,3,1,0,15,16401,4,5,1997,0,1,7329,2890,323,0,4,8412538.7
71928,42,1,0,94,24936,1,5,2005,0,0,8349,9002,477,1,4,7203983.5
44321,86,0,0,20,9155,1,1,2019,1,1,4890,1946,430,1,7,4434371.9
60249,80,1,1,48,90909,7,1,1994,1,0,8112,9032,175,0,1,6034593.4
70409,29,0,0,52,89582,9,8,2012,1,0,3809,9017,702,0,2,7042999.2
86393,19,0,1,14,79437,3,6,2010,1,1,5153,2888,745,1,6,8643976.0
96815,44,1,1,59,27363,5,3,1994,0,0,8231,9548,769,1,8,9693106.4
47136,5,0,1,39,14286,5,9,1993,1,1,2531,4393,645,0,6,4716725.3
30893,34,1,1,14,67984,10,7,1991,0,1,3587,3946,264,0,2,3098287.1
91537,18,1,0,61,93344,10,7,1993,1,0,8348,3850,544,1,0,9157850.3
93064,39,1,0,54,51077,7,1,1994,0,0,9751,2573,705,1,4,9312597.4
47790,74,0,1,29,21813,6,4,1997,1,0,9988,3317,592,0,9,4786351.7
90127,19,0,0,87,33476,10,4,1995,0,1,4170,2490,146,1,9,9022299.5
8751,36,0,0,2,27787,1,4,2009,1,1,7193,9095,617,1,9,875876.9
90822,23,1,1,62,37659,5,4,1997,1,1,7713,7791,405,0,5,9091107.7
