squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
30203,5,0,0,86,44106,6,1,2019,0,0,1994,1571,934,0,3,3029401.9
74069,53,1,1,91,30191,5,7,1993,0,0,4836,9018,268,1,3,7417780.3
780,18,0,1,95,74449,4,9,2005,0,1,1624,3544,149,1,9,82916.5
85060,55,0,0,12,36036,8,9,1998,0,0,8413,3752,298,0,2,8507007.8
47143,7,1,1,63,16032,2,5,1990,0,1,8840,4147,798,1,7,4728886.0
40194,32,0,1,69,57421,9,10,2005,0,0,2540,9140,226,0,2,4022680.5
74411,98,1,0,82,28297,8,4,2017,0,0,4699,2267,854,1,3,7450324.7
3527,47,1,0,79,47847,2,1,1999,1,1,6224,8261,338,0,4,358050.9
85185,23,0,1,11,95024,1,1,2015,0,0,9938,6650,370,0,2,8522775.5
68772,98,0,1,98,45826,9,5,2018,1,1,1631,982,821,0,9,6885105.8
6281,33,1,1,10,86568,8,1,1996,0,0,4461,1934,361,1,0,636186.6
8319,78,0,0,55,69329,10,10,2019,0,1,9668,8748,403,1,4,834891.9
39572,79,0,1,15,40571,5,6,2021,1,1,7125,1796,497,0,7,3960690.1
61787,96,0,0,53,43066,7,6,2000,1,0,9961,9345,531,0,0,6182153.0
71117,31,1,0,22,20842,2,7,2010,1,1,761,646,644,0,1,7116581.0
42903,96,1,1,28,20793,4,4,1991,1,1,3336,4380,562,1,3,4297348.1
68847,70,0,0,30,11553,1,6,2019,0,1,3592,7303,634,1,9,6888091.9
55035,98,1,0,92,17234,6,10,2021,1,0,8272,2080,822,1,4,5513804.1
76485,57,1,0,14,78921,4,1,1992,1,1,6449,7262,264,0,2,7652091.2
27521,39,0,0,81,92041,10,9,2002,0,1,7048,8729,492,0,1,2754134.2
63072,55,0,1,5,65146,1,2,2008,1,0,4048,3578,116,1,5,6311417.8
60454,96,1,0,50,16207,3,5,2003,1,0,2112,1163,869,0,9,6054212.3
43204,15,1,0,22,80632,9,5,2005,0,1,6269,9962,977,1,4,4322877.5
70279,14,0,1,31,68228,7,7,2005,0,0,9453,9378,402,1,3,7035681.5
99303,44,1,0,76,81618,7,10,1998,0,1,9151,9881,875,1,7,9940504.8
52952,8,1,1,36,67728,7,6,2019,1,1,9731,4082,206,1,7,5303295.9
40139,95,0,1,27,56384,4,3,1991,1,1,6579,8244,828,1,9,4017300.1
26960,63,1,1,5,98398,1,2,2004,1,0,9032,8929,478,1,2,2699467.4
21726,10,0,0,20,89782,5,5,2016,0,1,306,1819,292,1,9,2173491.6
18098,25,1,0,23,57051,9,4,2008,0,0,8546,2796,990,0,2,1813099.8
23519,20,1,0,31,42864,8,4,1992,0,0,2898,4872,625,1,8,2358426.2
50949,50,1,0,9,81910,4,6,1996,0,0,3213,4628,725,1,10,5097163.6
80834,22,0,1,45,14315,3,5,2003,1,1,630,469,195,0,7,8089908.3
77743,40,1,1,8,26015,4,7,2001,0,0,7258,9853,783,0,3,7780280.1
97124,78,1,1,79,87950,10,8,2020,0,0,264,8971,162,0,8,9725279.0
80459,43,1,0,25,95838,9,7,1991,0,0,496,2388,983,1,4,8050098.1
59237,54,1,0,85,38743,8,3,2012,1,1,165,3941,828,1,6,5932547.2
43579,14,1,0,87,27799,4,4,2019,0,1,1392,6335,516,1,5,4361420.9
10484,38,0,0,43,170,7,10,2016,1,1,3872,1255,799,1,7,1051974.6
19907,31,0,1,47,24556,7,7,2020,0,1,1080,5155,498,1,7,1996937.0
68643,71,1,1,2,78777,5,1,2020,0,1,8979,5541,614,0,9,6870485.0
67457,7,1,1,57,35135,7,2,2003,0,0,8367,8922,676,1,1,6757663.3
44593,83,0,1,21,45854,8,10,2015,1,1,320,7934,470,1,3,4465177.5
56339,100,1,1,21,98532,3,10,2012,0,0,4673,3911,626,0,8,5642801.2
74817,9,1,0,53,77016,4,8,1996,0,1,9036,507,709,0,7,7490782.6
51109,17,0,0,38,4564,10,6,2017,1,1,1368,1500,754,0,1,5114433.7
