squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
63567,27,0,1,63,175,7,1,2013,0,1,415,4448,217,0,8,6362145.3
25133,29,1,0,2,70744,4,4,2010,1,0,8127,1850,407,0,9,2516676.0
27823,58,1,0,61,11197,9,7,1991,1,1,6934,7462,693,1,5,2791784.1
3411,92,0,1,66,88423,7,1,2009,0,1,3419,9213,455,0,10,350289.9
44227,21,0,0,73,9845,6,5,1999,0,1,1100,3132,155,1,4,4424786.9
35849,22,1,1,7,16624,10,3,2010,0,0,9292,3968,969,0,1,3594490.0
64430,41,1,1,44,95853,7,3,1999,1,1,5624,5352,637,1,0,6453925.9
57581,22,1,0,34,11215,4,8,2000,1,0,1251,1650,115,0,5,5766399.0
55901,28,0,0,54,85786,5,7,2015,0,1,2529,7920,238,0,8,5594909.5
692,18,1,1,36,88239,10,9,2014,1,0,2723,995,543,0,2,78924.4
27461,8,1,1,48,58458,4,7,2013,0,1,9320,2082,543,0,3,2755288.3
43496,89,1,1,30,80923,3,7,2011,0,0,8954,8088,705,0,2,4360682.1
8214,19,1,1,1,95940,10,10,1995,0,1,7508,4856,779,0,3,828785.5
57557,19,0,1,36,70739,4,7,2007,1,1,5908,8988,563,0,5,5762136.7
90070,22,1,1,84,21889,10,9,2003,1,0,4964,2191,272,0,3,9017234.3
10482,25,1,1,70,80622,3,5,2000,0,0,6032,827,655,0,7,1055477.0
41440,40,0,1,22,17363,9,8,1998,1,0,2056,9647,870,1,3,4150108.8
82469,9,0,1,12,82793,6,8,1995,0,0,7134,2681,217,0,7,8250061.5
14774,27,0,0,85,37748,6,8,2014,0,0,3286,5515,781,0,8,1483681.4
5758,88,1,0,31,79432,3,2,2018,1,0,2936,4869,203,0,2,579242.8
51501,96,1,1,4,27260,6,9,2002,1,1,9240,3031,847,1,2,5154868.2
29396,37,1,1,3,1673,7,4,2015,1,0,6762,7361,687,1,5,2947040.5
68947,89,1,0,17,21433,6,8,1996,0,0,1074,6811,643,1,3,6899120.6
