squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
65625,55,0,1,36,89469,2,10,2015,0,1,774,1091,958,1,10,6567597.5
41570,76,0,1,98,21758,10,4,2014,1,1,3573,3494,486,1,10,4167932.4
44862,99,0,1,68,58122,7,5,1992,0,0,9383,3076,631,0,3,4493882.2
47212,37,1,1,81,4826,7,4,2001,0,0,7210,5160,159,0,9,4734236.1
2840,17,1,0,26,94918,4,4,2004,1,0,6848,5362,294,1,10,288797.4
40465,85,0,0,100,6023,4,9,2004,0,0,6327,1053,403,1,0,4052600.4
17191,80,1,1,29,49538,2,5,1995,1,0,3192,2786,716,1,9,1728829.5
56480,85,1,0,80,21192,8,3,2016,0,0,8211,9476,532,0,1,5653048.6
70503,78,0,0,29,72210,2,6,2021,1,0,6819,4897,948,0,4,7051701.1
4885,100,0,0,54,79559,7,8,1993,0,0,9519,8043,718,0,6,493693.3
58263,65,1,1,57,39046,9,10,2006,0,1,7942,6968,786,1,3,5840294.6
47647,52,0,1,6,24285,10,2,2002,1,1,3220,9457,171,1,10,4768169.2
57916,51,0,0,24,8801,8,1,1998,0,1,3831,5615,356,1,1,5792783.8
6396,71,0,0,40,28917,6,6,2005,1,0,413,3302,682,0,9,643620.5
41972,18,0,1,49,40098,7,7,1995,1,0,842,820,846,0,0,4206464.5
94311,11,1,0,47,89062,8,1,2007,0,1,3619,128,868,0,7,9439790.7
10714,41,0,1,98,23803,5,6,1996,0,1,2598,1190,631,1,6,1075982.6
11259,26,0,1,82,34780,10,4,2010,1,0,902,3876,125,1,7,1134964.0
3534,16,1,1,13,39998,4,1,2003,0,1,5811,6473,900,0,0,359850.3
52680,10,0,1,79,10177,6,4,1991,0,1,5687,2005,242,0,0,5274696.1
62711,60,0,0,29,42211,8,10,2007,0,1,4484,5437,329,0,6,6272944.7
19268,12,1,0,77,38471,3,5,2010,1,0,1133,5202,357,1,3,1938014.0
36119,39,1,0,46,16503,7,4,2019,0,1,3958,3737,889,1,3,3620813.9
28394,53,0,0,7,81916,8,8,2003,0,1,63,8840,328,0,2,2840816.3
20392,33,1,0,84,53104,10,5,2007,0,1,1256,7011,171,1,2,2046763.7
7259,25,1,1,39,860,1,4,2014,0,0,6482,2430,537,0,5,735079.4
28183,81,0,0,52,44087,5,2,1993,1,1,2798,5783,525,1,10,2821593.3
92188,14,0,1,95,5286,10,2,1996,1,1,61,7526,693,0,0,9227140.6
29815,28,0,0,77,46462,9,7,1995,0,1,3530,2821,663,0,0,2989048.5
50219,96,1,0,54,23667,9,6,2003,0,1,8051,8796,965,1,0,5025975.3
1722,56,0,1,84,27948,8,8,2002,1,0,6240,8680,497,1,2,182838.2
70399,14,0,1,85,82950,6,5,2013,0,1,8009,9856,255,0,4,7048784.3
28790,52,1,0,15,13856,7,6,2021,1,1,1238,5370,218,0,4,2883447.1
92962,7,1,1,37,32437,5,1,2000,1,0,6581,1046,315,0,3,9304587.0
34245,2,1,0,85,50891,4,4,2010,1,1,251,3567,918,1,5,3430728.0
54677,64,1,1,94,77132,2,10,1996,1,0,1236,3643,537,1,2,5477618.6
74227,84,1,0,5,98736,7,7,2000,1,0,4609,7857,378,0,5,7427853.0
94939,46,1,1,48,55155,9,10,2009,1,0,9164,9600,351,1,7,9503765.9
48884,58,1,0,32,15276,1,7,2010,1,0,311,1098,729,0,9,4895277.0
10638,39,0,0,33,64229,5,4,2016,0,1,3142,3829,138,1,10,1066200.6
90315,61,1,1,91,21653,7,7,1994,1,1,5604,3492,490,1,7,9044477.4
17633,28,0,0,83,83228,6,2,2013,1,0,1644,8999,162,1,2,1767487.3
63242,45,0,1,18,63066,4,10,2017,0,1,6932,5206,340,1,1,6327623.7
79344,46,1,1,42,19012,2,3,1991,1,0,8088,4938,744,1,7,7945562.1
72093,48,0,1,92,83520,8,1,2005,1,0,4805,7,148,0,9,7223902.5
