squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
83790,59,0,0,75,43163,10,10,2020,0,0,1272,7127,458,0,1,8383752.0
62977,47,1,1,15,97092,10,10,2009,0,0,8787,5248,894,1,3,6305166.9
49810,60,1,1,39,54867,2,1,2020,0,1,9431,5785,156,1,1,4988534.0
44782,83,1,1,77,84704,7,9,2003,0,0,8539,9957,544,0,5,4488135.3
79066,91,0,0,18,10621,7,10,2019,0,1,14,4112,925,0,10,7908197.9
45091,71,1,1,78,55216,10,3,2010,0,1,285,2887,908,0,1,4523785.0
16063,60,0,0,97,60433,8,8,2016,1,0,7658,532,716,1,5,1612339.6
28920,1,1,0,72,88751,6,6,2007,1,0,6155,468,851,1,8,2901901.7
29431,53,0,0,43,36821,9,4,1993,1,0,5705,2458,471,1,7,2945626.3
80671,65,0,0,6,37066,7,10,2021,1,1,2660,1222,393,0,5,8068598.1
98648,30,1,1,62,99801,9,4,2007,1,1,7991,5417,934,1,3,9875795.7
23336,38,0,1,23,6989,4,6,2018,1,1,115,5183,556,1,6,2336967.8
65779,99,0,1,80,52650,9,9,2006,1,1,8673,2478,210,1,5,6583911.6
26508,7,1,1,82,79069,1,1,1991,1,1,9973,6110,852,0,7,2663765.1
82117,58,0,1,33,70276,7,8,1994,1,1,5285,8336,814,1,7,8217020.4
27949,59,1,0,77,87458,8,3,2011,0,0,9984,1450,244,1,5,2803182.1
58847,40,0,0,51,83007,4,10,2015,1,1,7150,1562,916,0,0,5886368.5
84311,4,0,1,58,74057,6,4,2011,1,1,9905,3812,399,1,4,8442220.1
9749,85,1,0,65,54807,6,5,2018,0,0,9426,8113,555,0,9,980609.8
1932,51,1,1,36,52283,1,1,2000,1,0,4334,8090,195,1,8,201541.0
83358,55,1,0,68,72913,10,2,2015,1,0,723,3480,584,1,0,8341911.5
72006,4,0,0,83,65315,5,7,2000,0,1,6242,8332,435,0,4,7209550.0
80394,55,0,0,59,31003,9,2,1992,1,1,7370,3420,701,1,5,8045936.2
39132,30,1,1,68,90395,8,9,2020,0,0,9962,5955,953,0,6,3924407.0
89169,88,1,1,90,14403,10,6,2011,1,0,1532,69,513,0,10,8927281.1
86467,68,0,1,22,9328,3,6,2014,0,0,1035,8000,561,1,8,8650673.4
54648,70,0,1,98,17849,7,10,1993,0,1,8803,9549,685,0,9,5478307.3
5856,98,1,1,95,39298,8,9,2012,0,1,8073,6431,310,1,3,598716.2
28722,7,1,0,54,23861,9,5,1991,0,1,6224,5314,973,1,1,2881430.1
54563,76,1,0,56,16918,5,4,1994,0,1,5281,4318,123,1,0,5461061.4
17847,97,0,1,71,51955,8,7,2006,0,1,9901,2698,178,0,3,1791186.6
69806,14,0,0,66,18070,3,7,2020,0,0,4158,2960,898,1,2,6986562.0
70178,27,0,1,41,17376,8,2,2020,0,0,3800,9767,498,1,2,7025331.0
68311,63,0,0,67,33484,3,1,1992,0,1,6167,3575,863,1,0,6836540.2
4258,51,1,0,30,90758,8,5,2003,0,1,7067,6792,685,1,10,430099.3
67140,4,0,1,51,51831,10,9,2010,1,0,1985,7899,341,1,3,6722509.0
14608,33,0,1,88,73583,10,10,2021,0,1,5507,4311,780,0,3,1468435.1
61185,39,0,0,48,81696,9,1,1998,1,1,2353,9147,355,0,9,6121085.8
1888,68,1,1,79,40408,2,2,2018,0,1,3550,6866,408,0,4,199583.8
92130,28,1,0,88,61968,5,10,1994,1,1,592,1210,197,0,2,9223934.4
24516,100,0,1,67,80608,6,1,2005,0,0,6478,9195,722,1,6,2458884.5
55727,89,1,0,33,23092,7,4,1995,0,0,7276,5389,175,1,3,5575798.5
