squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
32910,67,1,1,15,92975,3,10,2010,0,1,6957,4477,697,1,5,3301042.0
64963,33,1,0,55,24858,6,3,2014,0,1,3190,3266,317,1,2,6500685.4
35519,100,1,1,28,74991,2,2,2003,0,1,2339,8780,910,0,3,3558953.3
56501,81,0,0,27,29635,5,7,2000,1,1,4877,1886,798,0,7,5651274.0
35005,23,1,1,2,63019,3,4,2011,0,0,248,1820,807,1,1,3507342.1
44969,89,0,0,61,26280,8,2,1995,1,0,438,3943,422,0,2,4502396.5
16460,93,1,0,98,68872,6,10,2009,0,0,1016,2441,792,0,7,1660482.9
9155,41,1,1,67,97714,6,1,1994,1,1,4976,5724,471,0,0,922517.4
52646,91,1,0,30,35763,9,6,2001,1,0,6433,6757,911,1,0,5272375.1
74623,98,1,0,99,49182,7,7,2019,1,0,9494,2421,549,1,1,7477062.9
24547,69,1,1,50,43892,9,2,2006,1,1,640,6772,727,1,7,2463506.6
64492,84,1,1,31,5498,1,3,2014,1,0,5273,3971,324,1,1,6459748.4
45989,84,1,1,74,40727,5,5,2008,1,1,5937,6394,354,1,0,4611619.8
79549,44,1,1,4,85226,6,4,2014,0,0,4168,1344,513,1,8,7961296.4
82284,19,0,1,90,58419,1,4,2015,1,0,3292,7605,850,1,1,8236956.5
48240,65,1,0,94,38726,10,1,2004,0,1,993,4687,909,1,0,4831157.4
663,59,0,0,9,31509,10,3,1990,0,1,2348,5137,260,0,1,67550.0
46505,63,1,0,11,79467,8,2,2013,0,0,8982,9287,741,0,7,4654841.3
47651,32,0,0,54,60052,8,7,2014,0,0,8258,9801,996,1,1,4768941.4
85811,70,1,1,91,66014,3,5,1999,1,0,8142,3463,552,1,1,8594337.9
60936,91,1,0,33,52550,6,8,2016,1,0,7581,3432,577,0,5,6098399.6
42407,33,0,0,86,97183,1,2,2021,1,1,9083,3231,639,0,8,4247458.1
84181,78,0,1,3,9896,7,1,2000,0,1,3900,8997,345,0,5,8420281.0
