squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
54995,7,1,1,72,21630,8,8,2010,0,1,3447,5028,878,0,3,5507408.0
7133,86,1,1,53,19117,8,2,1999,1,0,6795,2063,429,0,4,723366.9
48223,48,1,0,30,28039,7,10,1996,1,1,8779,6695,108,1,2,4826979.6
28354,54,0,1,15,18111,3,5,2000,0,1,2945,6960,577,0,8,2842100.0
63613,83,0,1,76,53257,1,3,2007,1,1,8277,7626,810,0,0,6370994.7
40812,52,1,0,59,80013,6,3,2018,1,1,3176,9172,241,0,10,4088680.8
40736,55,1,1,46,20797,7,5,1994,1,1,4246,6743,134,1,3,4087187.4
93690,94,1,0,31,74695,5,2,1995,0,0,1801,3488,140,0,2,9372359.5
50276,26,0,0,45,89868,3,1,2008,1,0,7875,7480,480,1,10,5030850.8
21294,65,0,1,3,75462,4,3,2011,1,0,7367,1596,602,1,10,2133300.1
99074,67,1,0,100,70776,10,7,2001,0,1,4194,9503,314,0,7,9914551.1
24979,45,1,1,62,28179,9,5,2011,1,0,5980,7316,502,1,2,2508814.1
41441,21,1,0,88,92629,4,9,1990,0,1,2349,9601,292,1,5,4156420.0
97857,20,0,1,61,85973,10,8,2007,1,1,4407,2771,684,1,8,9790445.7
65931,71,0,0,84,85353,4,7,2017,1,0,4220,8544,125,1,4,6595633.7
39077,15,0,0,33,50692,10,8,1995,1,0,9471,1375,647,1,6,3908929.5
95690,10,0,1,65,3769,9,5,2021,0,1,4741,1680,136,0,1,9573812.1
82236,49,1,1,81,28908,4,8,2018,1,0,3778,925,283,0,8,8231424.8
36539,68,1,1,49,28123,1,2,1994,0,1,2863,3085,974,1,10,3664156.4
99491,47,1,0,51,86141,9,1,2000,0,1,4292,9878,738,0,1,9957075.0
32185,27,1,0,12,26136,10,7,2008,0,1,1976,3491,733,1,7,3221329.8
59183,22,0,0,54,54858,3,2,1994,1,1,1612,1694,688,1,0,5924125.4
11006,48,1,1,87,26688,1,2,2015,1,1,8194,4306,378,0,7,1107901.5
24025,18,1,1,97,92667,10,4,1999,1,1,3028,8500,190,0,9,2415923.9
92120,25,0,1,67,72326,1,4,2001,0,1,7137,601,507,0,2,9219455.1
63342,21,1,1,86,91993,4,2,1997,1,0,2111,3502,877,1,8,6349697.7
91418,76,1,0,98,3281,7,8,1992,0,0,407,9752,142,0,3,9152058.2
99151,76,1,0,17,86946,6,10,2020,0,0,7237,7600,715,1,6,9918352.0
31429,17,1,1,78,8651,4,5,2021,0,1,5090,342,145,0,0,3151080.1
92781,74,0,1,66,51710,7,7,2006,0,0,3302,8003,121,0,0,9284649.6
7719,5,0,1,3,47283,10,6,1993,0,1,1057,7669,105,1,3,777314.3
46313,91,0,1,42,14423,10,3,1998,1,1,7861,5872,760,0,7,4638363.8
53973,69,1,0,82,3337,9,3,2003,0,0,7112,3234,910,0,4,5404423.3
95748,28,0,0,75,6968,2,2,2001,1,1,3446,9626,664,0,10,9577750.1
64615,38,1,0,45,8777,8,10,2019,1,1,7118,9570,753,1,5,6469341.9
10876,64,0,0,44,71768,4,8,1990,0,1,7227,4495,146,0,8,1089783.0
38315,97,0,1,58,99664,2,3,2000,0,0,3440,1545,309,0,5,3839110.0
16733,20,0,0,4,79027,5,10,2019,0,1,9584,8914,841,1,3,1674111.9
17417,53,0,0,47,24075,3,5,2000,0,1,1800,958,645,1,10,1743942.0
45946,24,0,0,64,16419,7,2,2001,1,1,11,3607,328,1,9,4601566.1
32143,91,1,0,33,43345,7,4,2007,0,0,3743,4601,384,0,7,3219151.7
23409,45,1,0,55,92659,6,2,2002,1,0,151,6900,971,0,4,2345459.2
58559,16,0,0,2,72345,7,8,2016,0,0,8360,4041,778,0,3,5856579.6
88182,3,1,1,82,35450,8,9,2014,1,1,1245,604,353,1,8,8830006.4
12315,67,1,0,58,84746,7,10,1997,0,0,4618,5661,376,1,10,1240599.7
19520,40,0,1,64,39739,9,7,2018,1,0,7335,329,351,0,3,1960957.8
79262,55,0,0,10,46299,8,7,2009,1,0,6144,2810,911,1,10,7927560.9
33550,8,0,1,76,72430,5,10,1999,0,0,6166,6962,554,0,4,3366345.9
45179,14,0,0,10,58110,8,8,2015,0,0,6509,4737,559,1,7,4519301.5
8677,7,0,1,91,52191,9,10,1994,0,0,342,8678,974,1,10,877121.4
52517,75,0,1,85,85664,10,6,2017,1,1,6381,9411,894,0,8,5254743.7
53762,24,1,1,27,55313,7,6,1991,0,1,9075,7349,919,1,9,5387288.1
79553,7,1,0,61,35059,8,2,1996,1,1,3372,7603,896,1,1,7964369.6
9367,99,1,1,73,1080,4,9,2006,0,0,4137,7384,571,1,8,944409.6
20349,35,0,1,52,75883,8,3,2016,1,0,5795,2346,618,1,3,2039634.6
