squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
92649,31,0,0,77,56098,10,8,1991,1,1,6811,2656,429,1,8,9271774.1
42485,1,0,0,40,23782,7,7,2017,0,1,974,9553,426,0,3,4251851.7
65867,37,0,0,92,67725,6,2,1994,1,1,3054,4650,998,1,10,6593211.4
2372,41,1,0,5,60320,1,1,2003,0,0,8041,7294,736,1,4,241014.3
60514,46,1,1,35,76413,2,1,2019,1,0,9227,737,340,0,8,6059360.9
93564,16,1,1,66,13427,4,10,2019,1,1,4952,1906,325,1,3,9370487.9
40622,96,1,0,94,51135,5,1,2009,0,0,1930,1965,110,0,9,4071155.9
24490,36,0,0,87,31922,3,6,2009,1,1,837,7635,174,0,10,2452012.9
24386,69,1,0,71,96258,9,6,1997,1,1,7112,1654,202,1,9,2445795.7
83072,42,0,1,20,96852,4,9,2014,0,1,1269,7766,110,0,10,8312353.4
65741,88,0,0,78,81087,1,3,2000,1,0,2518,4878,925,1,7,6575564.0
48867,40,0,0,56,67928,1,6,2013,1,0,4212,1916,114,0,10,4889559.3
18148,96,0,1,39,50444,4,5,2020,1,0,9853,6154,438,0,9,1821559.0
20444,13,0,1,31,6108,1,3,1993,1,1,1925,1826,670,1,4,2049492.3
95591,85,0,0,43,56924,6,9,2003,1,1,3279,6968,970,1,0,9560516.3
46572,89,0,0,18,40052,4,4,1993,1,1,6035,7454,704,1,9,4658899.3
12849,48,1,0,21,27000,10,5,2021,1,1,5245,1313,844,1,4,1290147.1
21370,67,0,1,67,11,8,8,1999,0,0,3278,3563,767,0,4,2142261.9
13131,22,0,1,46,35636,1,7,2003,1,1,2408,213,848,1,1,1321934.3
4489,54,1,1,2,80868,10,2,1996,0,1,9331,3527,205,0,0,453812.6
59286,77,0,1,95,25140,5,3,1991,0,1,2351,7161,943,1,10,5940315.1
38370,20,0,1,73,14234,6,5,2018,1,1,8712,9983,197,0,10,3840886.8
44479,4,1,0,19,58162,6,3,2001,1,0,2952,8911,676,1,1,4453151.1
27738,12,0,1,44,24970,9,4,2008,0,0,3734,5069,309,1,10,2780182.8
82680,89,1,1,27,39905,9,7,2017,0,1,1537,1290,112,0,0,8273795.7
52687,35,1,0,43,96309,2,4,2004,1,0,4554,5386,409,1,8,5271994.4
77043,22,1,1,83,61124,10,6,1993,0,0,6531,7762,814,0,9,7709349.3
58041,71,1,0,29,15169,10,6,2016,0,1,5539,5102,141,1,2,5810358.6
56147,70,1,0,100,22279,3,7,2016,0,1,4787,4,922,1,7,5621340.6
96006,26,1,1,17,31832,5,7,2003,1,1,8173,2607,541,1,10,9609774.3
92541,5,0,0,31,70718,5,3,1992,1,0,4079,5408,920,1,0,9255462.2
20978,10,0,0,86,90537,2,5,1996,0,0,3089,4185,698,1,1,2100765.6
9210,87,0,1,42,10294,5,7,1990,1,0,9184,1503,986,0,9,926256.0
87699,92,1,0,73,39608,6,7,2000,0,1,4147,7554,606,1,3,8777421.0
81260,66,0,0,3,55551,5,5,1992,1,1,152,6991,392,0,4,8127110.2
94015,33,0,0,99,45177,2,5,1992,1,1,6434,7269,600,1,2,9409921.2
33979,59,0,1,3,73305,9,7,1994,0,0,1716,1230,404,1,10,3402494.4
81065,95,0,1,80,31317,8,4,2020,0,1,4196,3559,161,0,1,8116681.0
61028,63,0,0,14,16006,6,8,2006,1,1,3484,1502,139,1,2,6104386.6
31419,80,1,0,6,51100,7,3,2009,0,1,8002,242,110,0,4,3147602.9
70080,72,0,0,98,87769,7,7,2014,0,1,9477,8862,686,0,7,7018061.4
58314,75,0,1,13,32662,6,6,2003,0,1,1428,3553,916,0,10,5836299.3
92128,90,1,0,100,82984,7,9,2019,0,0,7853,1524,177,1,9,9223230.9
61615,54,0,0,27,11018,6,8,2004,1,0,2206,1937,140,1,2,6162767.4
92722,79,1,0,73,83194,4,3,2019,0,1,38,1444,550,0,3,9283890.9
