squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
2501,79,0,1,28,60370,8,2,2018,1,1,6275,3031,866,1,0,255027.8
11620,60,1,0,67,31122,10,8,2002,1,0,6584,9393,206,0,5,1169300.2
55228,45,0,1,85,87983,7,9,1992,1,1,5214,1711,330,1,9,5533494.2
83411,4,0,1,29,39520,1,4,1993,0,0,7923,580,817,0,1,8346545.3
44721,100,0,0,81,19274,7,3,2013,0,1,5411,2349,400,1,8,4475605.3
16360,9,0,1,80,74672,9,10,1994,1,1,3676,7700,924,1,10,1641010.4
17306,60,1,1,98,70653,5,9,1994,0,0,1390,5131,302,1,10,1741614.4
49820,15,0,1,38,2626,8,9,1996,1,0,5914,6127,575,1,5,4987130.6
92241,40,1,1,63,4381,5,3,2009,0,1,9740,5495,581,1,10,9234830.9
64318,1,1,1,83,82829,9,3,2002,1,1,3395,5111,800,1,10,6446168.2
62785,11,1,0,40,60411,5,6,1991,0,1,9060,1510,636,1,5,6281861.1
71517,54,0,1,89,6242,3,9,2009,0,0,2530,2837,325,1,8,7160579.9
48401,39,0,1,49,65129,1,2,2000,1,0,8188,8420,447,0,4,4846713.0
40839,78,1,1,31,46326,1,9,1990,1,0,7433,2511,580,0,2,4092414.0
44219,15,1,1,82,46095,1,5,1991,1,0,9721,4242,388,1,1,4436813.1
61455,61,1,0,69,12270,4,8,1990,0,0,7386,6020,678,0,1,6150227.0
31862,2,1,0,89,96251,4,1,1990,0,0,17,7351,509,0,10,3198138.0
34137,50,1,0,64,90521,7,8,2017,1,1,8569,2589,520,1,1,3425405.7
85661,8,1,0,22,7773,4,8,2013,1,0,679,9323,343,1,10,8570393.3
60988,68,0,1,59,1388,2,1,2010,0,0,3340,7206,342,0,3,6106833.0
31308,56,0,1,73,91211,8,3,1991,1,0,4485,6205,223,1,4,3138606.1
91419,55,1,0,1,47472,8,9,2012,1,1,3394,6556,115,0,2,9147142.2
46317,95,0,1,73,4483,2,3,2015,0,1,6303,204,863,1,2,4638805.5
20810,97,0,0,59,16714,8,8,2014,1,1,9359,1128,293,1,4,2087901.4
72269,72,1,1,83,66808,3,9,2018,0,0,4428,9819,924,1,0,7237251.8
38856,67,0,1,71,14425,5,4,2008,1,0,7440,187,394,1,5,3890014.8
51212,83,0,1,81,43156,9,2,1997,1,1,783,465,932,1,5,5129933.7
31246,13,0,0,77,48352,4,6,1998,0,0,274,5932,234,1,1,3127463.8
75354,2,0,1,61,29515,3,2,2019,0,1,6062,8157,495,0,8,7546076.9
69352,30,1,1,63,75069,4,10,2006,0,0,8550,7834,243,1,0,6945828.6
36673,31,1,0,3,72516,10,9,1993,0,1,1511,5467,906,1,4,3673398.3
83421,32,1,1,9,57460,6,7,1995,1,0,922,6081,382,0,8,8348850.5
75593,62,1,1,88,61369,6,10,2013,1,0,2776,609,546,1,10,7567839.3
60653,8,1,0,78,7499,5,1,2008,0,0,4557,7329,597,0,10,6076327.8
17699,64,0,1,5,72796,10,3,1993,0,0,7008,374,920,0,6,1775017.3
11587,41,1,1,65,98979,8,1,1991,1,1,3810,2130,686,1,9,1166616.1
23262,71,0,0,64,87309,9,8,2018,0,0,8475,2396,640,1,9,2328515.8
60022,52,1,0,77,46562,1,8,2001,0,0,3521,4475,170,1,2,6013402.1
60759,17,0,0,51,37882,9,4,2006,1,0,5665,2866,885,1,7,6079351.6
10798,27,1,0,59,38651,2,9,1993,0,0,5879,3505,850,0,6,1086266.3
13163,46,1,1,41,14581,1,3,2004,0,1,6932,9175,461,1,2,1327820.4
