squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
85486,33,0,1,46,78442,1,7,1993,0,0,4228,1406,388,0,2,8553308.3
90981,76,1,1,89,82475,10,4,2013,0,1,3249,515,429,1,6,9107657.3
12989,47,0,0,95,84007,10,4,2017,1,0,4646,5025,642,0,10,1306641.7
89561,54,1,1,92,87853,8,1,1993,0,0,1171,1845,982,0,4,8968239.3
28828,63,1,1,11,27902,2,8,1998,1,0,852,4236,507,1,1,2893152.8
50956,33,0,0,25,84479,5,9,2008,0,1,3939,7465,370,0,1,5096675.8
13082,24,1,0,48,65999,2,7,2005,0,1,6406,5906,892,1,3,1316514.5
30645,87,0,1,28,65853,7,9,2011,0,1,7360,8340,674,0,7,3068569.1
87669,30,1,1,23,92149,8,3,2000,0,0,5640,1935,520,1,8,8777427.0
3577,50,1,1,94,57999,10,10,1993,1,1,1661,3944,536,0,10,366957.3
92943,43,1,0,9,53873,1,6,1994,0,1,990,6301,967,0,8,9300361.4
34721,80,0,0,55,47564,1,3,2012,1,0,8493,9639,434,1,1,3474091.2
34764,16,0,1,80,39261,1,2,2020,1,1,7869,9091,972,0,6,3484320.0
51329,27,0,0,63,37986,9,4,1990,1,1,7702,5317,745,0,7,5137918.0
77198,68,0,1,76,53958,2,3,2020,0,0,5289,6596,844,1,3,7728649.0
59560,21,0,0,69,31501,4,10,1999,1,1,3889,5046,843,1,0,5960180.9
28561,85,0,1,11,71233,10,6,1999,0,1,9667,9533,381,1,7,2862521.9
24323,65,1,1,46,49113,2,10,1995,0,1,5226,5244,682,0,4,2439231.5
74383,58,0,0,14,20734,7,5,1992,1,1,6646,9713,984,0,6,7439935.2
93734,17,1,1,62,29088,5,4,1999,0,1,2504,3891,325,0,2,9385146.9
30342,26,0,0,91,29644,5,10,2020,1,1,7782,3894,494,1,10,3039602.0
69629,20,1,1,95,48419,7,8,2016,1,0,8397,9994,934,0,7,6972311.6
70494,69,1,1,98,30556,3,3,2005,0,0,5652,6478,160,0,9,7059376.5
