squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
16996,89,1,0,52,56372,6,2,2005,0,0,7922,3316,956,1,8,1708754.5
15290,77,0,0,97,58566,9,3,2009,0,1,4588,9960,218,1,8,1533827.9
57562,87,0,0,7,80004,7,5,2018,0,0,6694,7664,388,0,9,5756919.8
22786,23,0,0,81,51461,1,5,1991,1,1,1188,7958,107,1,6,2281031.1
84540,46,1,0,66,296,6,8,1990,1,0,817,6063,635,0,4,8459024.0
41168,99,0,1,11,53471,6,6,1992,1,0,5717,1821,888,0,9,4123023.2
33622,77,0,1,73,93239,7,5,2014,1,0,8902,8490,340,0,1,3371927.4
66878,22,0,0,41,3743,9,5,2016,1,1,1400,8825,763,0,2,6692131.6
9815,96,1,1,24,19588,9,2,2010,0,1,6449,5162,201,0,6,989932.0
81392,34,0,1,10,91918,2,8,2009,1,0,3061,6494,772,1,3,8143562.9
95375,30,1,1,37,50519,9,1,1998,0,1,927,2844,534,1,9,9545994.8
29917,70,1,1,39,26297,5,9,2011,0,1,1566,278,480,0,5,2998840.1
16336,76,0,1,11,28105,1,8,2008,1,0,9709,1219,415,0,1,1636600.8
90836,97,0,0,40,53732,4,2,2011,0,1,2770,8991,149,0,7,9086961.1
60244,35,1,1,47,69892,6,10,1995,1,0,1418,923,344,0,7,6034513.5
43030,81,1,1,85,73973,4,10,2010,0,1,1104,3332,978,1,10,4310671.0
5504,11,1,0,76,13791,8,4,1990,0,1,9447,4528,841,0,2,559951.0
37620,55,0,0,51,9302,9,8,1994,1,1,8318,6950,160,1,8,3764885.4
6313,18,1,1,74,27295,9,6,2004,1,0,4979,3989,647,0,7,640633.4
52251,53,0,1,10,19714,1,10,2005,1,1,5751,7522,969,1,8,5231126.5
75749,81,1,0,30,62511,5,3,2020,1,0,5132,1182,523,1,5,7579803.0
31113,93,1,1,93,79608,10,2,2020,0,1,891,7228,414,0,10,3122972.0
18972,70,1,0,3,42286,3,3,2010,0,1,8253,1477,618,0,4,1902042.0
28769,22,1,0,80,17297,6,10,2021,1,0,6686,5731,546,1,2,2881959.1
44539,24,0,0,23,91046,2,4,2007,0,1,3795,7571,595,0,2,4454837.7
17643,18,0,0,1,34506,6,8,2004,1,0,755,4070,966,1,8,1765047.4
52079,71,0,0,97,77966,10,10,1995,0,1,6737,2303,196,1,10,5217238.5
76906,77,0,1,6,61028,2,1,2019,1,0,8938,7135,668,0,5,7692420.9
88655,88,0,1,94,96284,4,9,2007,1,1,1193,7734,169,1,0,8875673.7
87554,16,1,1,77,30135,7,7,2010,1,0,8714,8017,636,1,8,8769996.0
7889,38,0,1,58,59730,5,7,2000,0,0,1939,119,743,1,0,793852.0
33185,28,0,1,60,37437,5,8,1998,0,0,6398,2111,437,0,8,3325883.8
81860,68,1,0,65,95833,10,5,2000,0,1,5409,8288,870,1,7,8190448.0
16335,35,0,0,76,14675,10,6,2005,1,1,6086,787,385,1,2,1635816.5
23164,79,0,0,76,59854,1,10,1992,1,1,1132,4213,519,0,4,2322369.2
50839,93,0,0,91,4337,1,3,2009,1,1,4208,6421,726,0,9,5091375.9
17432,49,1,1,15,81884,7,6,1993,1,0,2250,7062,547,1,10,1751212.3
94930,27,0,0,98,44331,3,6,2001,1,0,9694,8469,669,0,8,9499136.1
47601,29,0,1,69,16139,3,5,2001,0,1,8925,1965,452,0,5,4765720.1
57143,81,0,0,11,13745,8,9,2001,0,1,7491,8572,866,0,8,5716057.1
90614,77,0,1,16,95936,8,6,2016,1,0,2528,7255,468,1,10,9065677.6
43245,83,0,0,35,51501,4,8,2003,0,1,9660,3499,210,0,10,4325940.3
96666,95,0,1,9,25449,5,4,2008,0,1,8123,5326,590,0,2,9672165.8
49608,59,0,1,10,71685,5,7,1992,0,1,2647,7510,580,1,10,4965463.2
15385,69,1,0,93,98763,3,2,2013,0,0,1661,5852,498,0,8,1548993.3
14973,91,1,0,22,52038,3,2,2018,0,1,7397,1255,301,1,4,1501528.8
82285,19,0,0,22,73045,4,5,2014,0,0,782,2211,372,0,8,8229649.4
89520,47,0,0,6,68457,3,3,2007,0,0,4587,7443,861,0,1,8952698.7
31454,12,0,0,57,53771,8,1,2012,1,1,9770,3474,327,0,0,3148909.2
63341,81,0,0,85,45352,10,6,1991,1,0,928,5891,725,0,5,6338314.1
91166,100,1,1,8,89777,10,6,1995,0,1,5368,4657,757,1,0,9123483.5
