squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
54959,75,1,1,21,73787,4,7,2017,1,0,7910,4264,593,1,1,5506024.7
81571,90,1,0,18,99408,9,9,1993,0,1,6969,1225,442,0,1,8160905.3
30347,100,0,1,7,88184,1,1,2018,1,1,1629,4971,482,1,1,3040497.8
14983,40,0,0,90,14628,3,9,2014,1,0,1559,1419,460,0,3,1505601.4
2300,41,1,0,24,7316,4,6,2016,0,0,3401,6666,190,1,3,236576.6
37317,18,0,1,13,34533,8,4,1995,1,0,9077,880,779,1,6,3735933.5
23462,3,0,0,49,28212,2,1,1990,0,1,6482,2886,347,0,3,2347189.0
25694,75,1,1,96,92610,6,3,2003,1,0,4526,1695,257,0,4,2579016.3
88975,15,0,1,37,26154,9,4,1993,0,1,6805,4188,880,0,7,8905181.3
64953,20,0,1,75,87185,10,4,2017,1,0,1855,2954,783,1,9,6505257.7
90329,94,0,1,26,44459,5,2,1999,1,1,5998,3055,612,0,2,9035611.9
20119,35,0,1,89,20837,6,1,2011,0,0,6036,7204,813,0,2,2019977.1
14667,25,1,1,76,96979,9,7,2010,0,0,1524,5081,542,1,7,1476554.0
74490,56,1,0,14,97806,5,3,2002,0,0,197,1068,405,0,8,7454646.2
38829,1,1,1,54,6915,10,2,2011,0,1,746,3788,132,1,8,3892902.1
59079,86,0,1,93,95606,7,7,2003,1,1,1669,7594,335,0,6,5919483.3
3635,25,0,0,74,67451,3,7,2001,1,1,7358,5830,386,1,10,365064.1
9008,70,0,1,93,21225,3,1,2004,0,1,5401,6744,767,1,4,904516.4
14588,36,0,0,1,38270,7,7,2003,1,0,8154,3685,177,1,1,1459601.3
68083,32,0,0,75,41276,8,9,2005,0,0,8851,7008,936,1,2,6813175.5
92464,91,1,1,52,2850,8,9,2018,0,1,1328,8562,742,1,7,9253926.8
10118,72,1,1,28,5107,7,4,2011,1,1,1491,790,391,0,10,1020597.1
18244,9,1,0,24,65448,3,5,2014,0,1,3659,3569,923,0,5,1829876.4
55541,72,1,1,57,21160,5,3,2021,0,0,2339,8872,346,1,5,5563234.1
88677,87,0,0,60,77663,9,10,2015,0,0,8870,2327,682,1,7,8870811.5
19985,58,1,1,19,45015,7,9,1999,0,1,4185,9489,765,0,3,2006910.9
13087,55,0,0,12,91327,6,8,1997,1,0,5984,143,437,1,2,1310455.7
21597,33,1,0,3,99478,9,4,2018,0,1,7739,8227,583,0,8,2165316.8
6931,5,1,1,35,18130,1,3,1990,1,0,999,2259,974,0,0,698473.0
73112,24,1,1,60,7935,8,8,2014,0,0,3662,3711,811,0,8,7325772.4
10037,55,1,1,97,96957,10,5,1992,1,1,9027,776,473,1,5,1019179.2
38718,26,0,1,20,49696,4,9,2019,0,0,9627,9186,135,0,9,3876696.9
95739,22,0,1,14,26633,4,7,2011,1,0,125,4224,332,0,1,9578279.1
7533,92,1,0,8,95468,5,7,2002,1,1,9655,5678,840,1,2,755909.2
35732,68,0,0,58,63064,3,10,2007,0,1,9360,950,430,1,6,3579144.7
81109,78,0,0,58,87370,2,7,2008,1,0,3207,7598,393,0,4,8112966.8
83550,73,1,1,49,40958,8,5,1993,0,1,1094,1938,267,1,4,8360590.3
14513,22,1,0,98,71530,7,1,2005,1,0,4013,1943,246,0,3,1458582.5
59417,77,1,1,5,92223,4,5,2021,0,1,6043,602,151,0,8,5948856.1
62926,48,0,1,18,36658,2,2,2003,1,0,512,9187,358,1,4,6295093.3
85233,9,1,1,33,74934,1,7,1993,0,0,7579,7836,318,0,6,8531216.3
60067,78,0,0,20,83189,2,1,2002,1,0,7403,829,638,0,7,6008200.2
26269,64,1,1,30,73220,8,9,1991,0,0,5363,6550,742,1,10,2632126.1
17508,41,1,0,55,57234,5,4,2000,0,0,767,5890,958,1,4,1757843.0
20510,13,1,0,72,91415,1,9,2007,0,0,8079,1743,930,1,8,2061340.7
86558,61,0,0,30,809,5,3,2021,0,1,7133,6639,991,0,8,8658462.1
48673,36,1,1,58,3916,5,6,2007,1,1,8179,999,576,0,4,4877029.7
63326,38,1,1,41,55403,9,7,2021,0,0,1925,9781,554,1,4,6341005.1
22648,56,0,1,22,62211,9,6,2003,0,0,8000,2090,551,0,7,2268871.3
79557,9,1,1,91,24222,5,10,2012,0,0,3258,3734,643,1,0,7963988.2
96598,95,0,0,33,53764,3,4,2007,1,1,2256,5450,341,0,0,9661903.7
9782,77,1,0,38,85020,7,9,2021,0,1,7059,6277,826,1,4,981058.1
72078,95,1,0,59,13362,3,10,2006,1,1,4632,270,880,0,9,7212517.6
78164,72,1,1,65,22037,9,9,1992,1,1,5115,5707,449,0,9,7823145.2
80947,94,1,1,48,2005,2,5,2006,0,0,1216,4439,187,0,3,8103183.6
94978,24,0,1,11,47741,6,5,1998,1,1,6898,5326,755,1,9,9501576.8
34074,32,1,0,96,22464,5,5,1991,0,0,67,1403,707,1,9,3416825.1
26355,95,1,0,7,89193,4,5,2005,1,1,9721,6997,927,0,0,2641204.5
28435,46,0,0,50,72431,4,9,1998,0,0,1244,7263,698,1,4,2845599.8
13397,61,1,1,41,87869,7,9,1998,0,0,793,9517,527,1,1,1350379.8
10751,1,1,1,61,76775,4,6,1998,0,0,4281,4573,205,1,6,1085070.8
17761,19,0,0,5,21207,7,8,1994,0,1,2902,5026,941,1,4,1777289.4
91591,54,0,1,71,36487,1,8,2018,1,0,4299,12,798,1,5,9164769.8
19608,24,1,1,83,72628,2,4,2019,0,0,9804,4162,657,0,6,1972444.9
25813,23,1,0,7,84544,5,4,2018,1,1,5695,1411,202,0,3,2586402.8
39526,78,0,0,55,64053,1,2,2009,0,1,5454,7380,787,0,2,3957780.9
59316,25,0,0,64,50311,1,4,2008,1,1,7700,5478,818,0,9,5933722.8
27725,29,0,0,58,13202,6,5,1993,1,0,6740,5829,484,1,5,2774997.3
86677,87,1,1,64,82489,9,3,2017,0,0,1073,9743,694,0,6,8675635.7
92508,34,0,0,67,46253,10,4,2013,0,1,3489,4555,434,0,5,9257932.3
98668,60,0,1,71,20711,2,10,1999,1,1,5336,7793,422,1,2,9873946.9
18706,14,0,1,58,85602,6,4,2012,0,1,6232,4431,287,1,7,1873699.2
48950,28,1,0,96,57063,2,6,1995,0,0,2147,1817,174,1,4,4898771.5
92867,56,0,0,71,51553,3,7,2011,0,1,2813,9482,325,0,3,9289807.1
6796,66,0,1,21,94931,4,8,2003,0,0,2700,8971,808,1,4,683707.3
27465,65,0,1,39,49274,4,2,2006,0,1,374,9127,611,1,4,2751182.6
64520,79,0,1,68,47537,10,8,2017,0,0,565,6692,442,1,10,6459251.7
89455,50,1,1,32,56727,6,9,2009,0,0,6279,7260,601,0,4,8954183.9
93192,53,0,0,45,18690,9,3,2014,1,1,7786,4858,248,1,1,9321511.4
3864,11,1,1,80,21772,6,7,1995,0,0,2453,8700,358,1,8,394535.5
69261,92,1,1,18,31754,8,6,1998,1,0,4517,6155,682,1,10,6934022.8
54774,15,0,1,21,87221,10,10,2008,1,1,3092,8069,123,0,2,5484776.8
41879,62,1,0,45,64928,8,10,1994,1,0,1103,2097,657,1,4,4193646.4
23770,48,0,0,52,82235,1,6,1990,0,0,8886,1620,343,0,9,2382033.0
47217,64,0,0,5,20071,10,10,2013,0,0,4201,1303,992,1,2,4722631.3
85050,26,1,1,55,80178,9,2,2013,1,1,1480,6206,630,0,2,8513913.3
5505,33,0,0,94,30442,7,5,2011,0,0,7525,5416,189,1,7,557067.1
2875,78,0,1,25,16346,2,5,2017,0,0,9590,5923,293,0,10,290996.7
27279,37,1,1,57,8594,7,3,2003,1,1,1731,3408,215,1,4,2739499.3
84031,68,1,1,62,86559,3,4,1991,1,1,1078,7601,848,0,8,8413588.1
88410,87,1,1,89,86851,4,5,2014,1,1,3973,6789,468,0,6,8851564.4
55275,2,1,0,10,78342,9,2,1992,0,1,6676,8568,194,0,10,5531336.2
43890,92,0,0,58,8627,3,7,2018,0,1,626,1088,562,0,10,4392741.8
54977,51,0,0,10,64654,3,7,2004,1,0,5615,8100,300,1,2,5498970.4
10168,25,0,0,11,72876,2,10,2020,0,0,3695,2162,794,1,3,1018147.0
24633,76,1,1,62,5962,2,5,2016,0,1,3552,2008,458,1,8,2473370.6
47618,49,0,0,56,23829,6,2,1992,0,0,5133,1081,128,0,7,4767731.2
87761,19,0,1,84,82241,4,6,1995,0,0,8498,7376,985,0,5,8780796.5
74909,92,0,0,97,19228,3,1,2004,0,1,551,8988,522,0,3,7492808.4
53765,22,0,1,69,25227,8,3,2008,1,0,5780,7430,633,1,7,5383781.8
