squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
35562,80,0,1,58,35855,3,6,2001,0,0,6235,5507,800,1,7,3560786.1
68162,64,0,1,98,81335,2,7,2020,0,1,5490,7534,292,0,3,6825255.0
30830,70,1,1,49,36132,8,1,2000,1,0,6207,8573,745,0,5,3090623.0
77776,68,0,0,7,8289,4,6,2010,0,0,5333,8925,186,1,3,7778582.0
53818,53,0,0,44,79755,8,10,1999,0,0,1743,8920,416,0,0,5386139.9
73917,74,1,0,91,32904,1,10,1990,1,0,9524,9361,816,1,3,7405490.0
92675,5,1,1,9,50856,4,2,2017,0,0,9383,2773,664,1,8,9274886.7
70159,46,0,1,74,4159,5,10,2019,0,0,6333,3326,985,0,6,7019489.9
74810,19,1,0,97,78485,10,6,2017,1,1,6040,2747,150,1,3,7492753.7
63891,41,1,1,24,77669,10,2,2020,1,0,7812,7428,171,1,4,6398575.0
10601,59,0,1,7,98223,1,7,2021,0,0,6574,836,892,1,0,1062664.1
85375,3,0,0,32,2021,9,6,2014,1,1,680,2046,634,1,4,8541495.4
2559,59,1,0,51,46843,5,6,2017,0,0,6182,5053,895,0,1,264370.7
18101,6,1,1,97,20172,10,4,1992,1,1,8163,6252,377,0,2,1824739.2
44429,27,0,0,58,24418,5,1,2016,0,0,3623,9418,196,1,4,4447469.6
87780,36,1,1,33,86321,1,1,1999,1,1,1723,6776,217,1,0,8787571.9
42277,28,1,1,57,37551,3,4,2020,1,0,8953,7642,262,0,5,4232611.0
14447,69,1,0,94,42206,3,9,1991,1,1,7976,8465,850,0,4,1458693.1
33205,94,1,0,68,72954,5,6,2000,1,0,9328,1438,338,1,5,3327752.0
52132,91,0,0,65,36610,2,10,1999,0,0,5211,4362,105,1,2,5216554.9
39549,62,1,0,7,45127,1,8,1992,0,1,3947,8127,533,1,7,3959426.2
60514,20,0,1,14,97117,9,9,1992,1,1,5690,8536,114,0,3,6057452.2
93499,24,1,1,41,60380,3,8,2006,0,0,3038,5256,253,0,3,9357814.6
50241,82,1,0,57,53936,1,6,2001,0,1,4696,959,497,0,0,5029855.1
28915,37,1,0,35,83531,10,9,2014,0,0,4680,1402,336,0,4,2896715.4
46790,82,0,0,18,12735,9,5,2013,1,0,6605,7414,275,1,2,4681489.3
98780,21,1,1,53,98949,4,3,1990,0,1,1210,1104,700,1,4,9886719.0
58362,9,1,1,23,58166,10,9,2015,0,0,2303,2556,486,0,1,5846004.5
11928,67,0,0,61,59779,3,6,2015,0,1,733,1003,516,1,10,1198963.5
41840,78,0,0,60,83284,8,6,2011,0,0,7675,4072,882,1,3,4185921.1
27538,94,1,0,82,24662,8,4,2019,1,0,3849,9384,496,1,4,2758284.9
44438,96,1,0,93,62393,9,4,2014,1,1,6716,7562,918,0,9,4450823.4
12373,18,1,0,59,50723,6,1,1994,0,1,3868,3618,823,0,9,1245235.4
3206,100,1,0,72,45319,1,7,1990,0,0,8185,9120,343,1,8,331095.0
