squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
16602,31,0,0,62,4024,2,8,2002,1,1,1529,7057,624,1,1,1664806.2
81800,16,0,1,78,61747,7,6,2011,0,1,4694,6438,456,1,8,8188934.1
211,10,0,0,46,40481,7,5,2009,0,1,3367,1039,436,1,1,24058.9
21106,58,1,1,86,4368,5,10,2006,0,1,2357,3590,607,0,2,2117995.6
53833,77,0,1,73,64384,5,8,1991,1,0,4671,3220,209,0,1,5388850.1
96246,62,1,0,37,33583,5,3,2009,1,0,3918,6455,893,1,7,9631618.9
62199,61,0,0,37,82379,5,9,2011,1,0,1668,2759,156,1,8,6222956.1
67216,72,1,0,60,50487,10,6,2016,0,0,1579,316,937,1,3,6729066.6
82395,4,1,1,22,9393,4,5,2017,1,1,561,1725,474,0,3,8246501.7
89880,93,1,1,57,30015,7,10,1992,0,1,1266,4737,880,1,4,8998164.2
42686,61,0,0,45,62465,7,5,1995,1,0,4775,1445,654,0,1,4271554.5
68043,34,0,1,66,95378,7,10,2012,1,0,705,28,672,1,0,6814850.2
88821,1,0,0,44,18398,5,9,2016,1,0,3418,8434,997,0,9,8886403.6
74641,91,0,0,16,3061,6,10,2020,0,1,2163,6351,378,1,4,7465378.0
32121,41,1,1,17,94126,6,10,2013,0,1,3308,5744,750,1,7,3220114.3
43665,51,0,1,43,14349,2,10,2004,1,0,9936,3646,293,1,5,4375632.4
22849,54,0,0,17,92136,2,7,2014,0,1,4439,5229,174,1,8,2286370.4
51021,1,0,0,68,36649,9,6,2011,1,0,9252,4943,251,1,3,5108595.1
25316,99,1,0,17,22827,4,3,1999,1,0,5367,2275,541,0,3,2535882.9
77346,34,0,1,43,12919,6,1,2010,1,1,5367,6179,138,0,4,7738601.0
18346,7,0,1,43,33223,2,4,1998,1,1,1311,2351,477,1,9,1839603.8
72368,74,1,0,91,44213,7,3,2002,0,0,9310,2219,331,1,10,7245229.2
18014,85,1,1,67,86547,2,5,2015,0,0,9508,7725,872,1,3,1810349.5
56391,99,1,0,9,43295,3,4,1992,0,0,349,5379,151,0,2,5641537.2
30007,48,1,1,36,95999,10,3,1993,0,1,8831,7327,485,0,6,3008473.3
70179,50,0,1,96,77787,9,4,2021,1,0,187,9880,981,1,2,7027779.1
4813,2,1,1,67,73796,8,6,2002,0,0,2360,9376,317,0,4,495134.2
80331,49,0,0,56,18643,6,6,1995,1,0,5982,3504,911,1,4,8037047.5
68153,45,1,1,22,7068,10,3,2013,1,0,2387,9191,493,1,5,6822830.3
90954,57,1,1,68,18899,4,1,1990,0,0,2413,2717,337,1,5,9102269.0
24168,18,0,0,92,73686,9,3,2017,0,1,736,4171,504,1,4,2420503.7
10781,21,1,0,31,97642,10,9,2020,0,1,1309,1688,398,0,0,1085988.0
70810,37,1,0,23,725,10,7,2011,0,0,2970,3127,504,0,5,7086297.1
92505,51,1,1,50,20037,9,10,1997,1,0,0,8449,268,1,0,9259024.7
4768,93,0,1,66,98532,7,5,2016,1,0,5704,9010,942,0,3,483681.6
23668,11,0,1,23,71643,5,7,2016,0,0,9512,1084,199,0,10,2372045.6
27093,14,1,1,34,45911,1,6,1996,1,0,640,8108,515,1,2,2718663.6
11519,71,0,0,82,39279,7,1,2006,1,1,5222,7809,808,0,9,1160066.6
90122,35,0,1,89,85240,10,8,1994,0,0,7094,7305,265,0,3,9017994.4
85198,59,0,0,4,86335,9,7,1997,1,0,6092,8880,361,1,10,8520917.7
75571,63,1,0,47,73629,7,5,2009,1,0,436,5256,838,0,0,7562964.9
61478,48,1,0,6,91789,3,4,1998,1,1,1521,4703,687,0,10,6151688.8
64180,36,1,1,100,46756,6,6,2002,0,1,1986,770,321,1,4,6425560.2
71527,3,1,1,24,68560,3,5,2008,1,1,7643,284,129,1,5,7159280.8
77855,59,1,1,100,72648,2,7,2018,1,0,2800,7871,872,0,2,7797856.8
54169,76,1,1,28,69118,8,8,2007,0,0,2709,593,612,0,4,5424360.7
74689,44,1,1,33,40817,5,3,2006,0,0,3511,7185,866,0,8,7476071.6
12426,53,1,0,17,12810,10,6,1998,0,1,7351,4855,651,1,7,1246872.8
59509,6,1,0,38,10860,4,5,1994,0,1,6358,2540,742,1,3,5956829.4
5340,86,0,0,44,13348,2,10,2011,0,0,2155,7363,419,1,2,538173.1
10082,3,1,0,46,28998,1,8,2008,1,1,7953,6289,337,1,5,1016018.8
35763,54,1,0,70,41369,3,7,1993,0,0,6153,460,889,0,3,3578936.3
81375,67,1,0,90,45417,8,3,2013,0,0,5634,4753,380,1,5,8144015.3
74875,7,0,0,93,80069,3,4,2009,1,0,4078,5865,505,0,1,7493537.9
14623,98,1,1,8,78849,5,4,2005,1,0,793,8939,328,1,1,1468584.5
46282,17,1,1,1,50721,3,2,2009,1,1,3137,8674,821,0,6,4635687.9
11124,67,1,1,75,2222,1,4,2015,1,0,1342,8771,621,0,7,1125532.5
20634,23,0,0,41,85252,7,8,1992,1,1,4040,6038,725,1,6,2066809.2
73473,60,1,0,49,9375,6,5,2020,0,1,2027,1608,832,0,10,7354795.0
