squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
7388,75,0,1,96,35787,4,4,2018,1,1,4898,1814,366,1,7,750538.8
34555,35,1,1,45,41312,6,10,2003,1,1,1597,5925,286,1,2,3467129.3
61310,49,0,0,21,55836,5,5,2006,0,1,5865,3866,618,0,10,6132679.6
20714,61,1,1,83,71535,3,5,1993,1,1,9406,9087,277,0,9,2077129.3
94704,55,1,1,6,84914,5,7,2007,0,1,3351,6903,815,0,4,9480933.7
13353,17,1,0,18,8213,3,3,2011,0,1,6437,7675,559,0,6,1338753.1
57475,67,0,0,83,2788,2,3,2007,0,1,654,7868,914,0,2,5753644.7
84795,41,0,0,22,91545,6,8,1992,0,0,5173,9145,407,1,4,8481583.2
70465,10,1,0,11,11425,6,6,2012,0,0,9473,8544,955,0,6,7052303.2
68270,37,1,0,65,18486,7,9,2018,0,1,3366,2943,928,1,0,6835596.8
26389,85,0,1,39,78917,10,10,1993,1,0,4738,4543,904,1,9,2646987.3
57552,99,1,0,19,79570,1,6,1993,1,0,445,7991,134,1,4,5759074.3
84291,7,0,0,65,14659,3,10,1998,1,0,7574,9349,721,0,9,8432314.8
60059,60,1,0,9,33655,8,10,2000,1,1,2181,5788,330,1,0,6008916.0
91513,50,0,0,3,20728,8,2,2002,1,1,5906,2070,232,0,10,9152366.2
70544,4,0,0,11,55656,10,6,2002,1,0,5701,886,322,1,6,7055619.2
16565,91,0,0,95,80977,6,6,2005,0,1,6950,7323,826,1,1,1663375.5
75865,10,0,1,60,36800,1,7,1997,0,1,1006,8659,955,0,0,7595183.7
29758,34,1,0,63,89490,6,1,2021,1,1,5853,9022,514,1,10,2982078.1
95566,7,1,1,21,90932,7,5,2002,1,1,2871,6556,474,0,2,9564576.2
1090,30,1,1,40,2898,7,7,2003,1,1,6324,9366,193,1,4,118270.3
98319,91,0,1,55,50885,5,2,2014,0,1,6427,2517,489,1,5,9837654.4
18693,18,1,0,99,10582,10,9,2005,1,1,2092,9672,423,0,4,1876877.5
21781,65,1,1,26,98169,10,1,1991,0,1,9090,7252,289,0,2,2187037.1
33662,46,1,0,38,59,7,6,2010,1,1,7341,2488,561,1,7,3370242.0
94420,34,1,0,75,70010,9,6,2020,0,0,2413,5486,311,1,10,9453347.0
53313,19,1,0,35,21415,8,4,1995,1,0,2157,5123,352,0,4,5334996.5
54060,5,1,1,46,7678,3,8,1990,1,0,2407,2260,674,0,10,5414753.0
67709,22,1,1,78,7763,2,5,1994,0,1,1056,7424,359,0,8,6782857.4
85740,22,1,1,59,94767,6,6,2010,1,0,5447,1586,572,0,3,8579832.0
28659,58,0,1,21,78609,6,2,1993,0,1,4774,861,301,1,10,2869081.3
30217,36,1,1,73,1618,6,5,2014,1,0,5031,1199,498,1,1,3033408.4
58165,26,1,0,2,25772,5,9,2021,0,1,1746,4531,644,0,10,5819124.1
4014,11,1,0,22,61288,8,7,2017,1,1,8612,8381,811,0,7,404625.7
13523,59,1,0,38,93252,5,8,1995,1,1,7180,4187,843,1,7,1358157.5
49772,90,0,1,68,89906,3,7,2007,0,0,2310,3274,995,0,8,4985835.7
85904,65,1,0,43,19533,8,10,1996,1,1,7909,6307,434,1,9,8594924.6
22541,99,1,1,27,30951,3,5,2011,1,0,4339,4606,419,0,10,2264203.1
39132,43,0,1,83,43766,4,2,2008,0,0,1287,4598,161,1,6,3920808.8
32785,27,0,1,21,44649,6,3,1991,1,1,2935,6575,777,1,7,3284948.1
69831,71,0,1,46,61678,1,2,2005,0,0,1614,5800,380,1,0,6990205.5
80301,1,1,0,77,16152,10,6,2001,1,0,213,6910,160,1,9,8042286.1
10802,34,0,1,10,70295,3,6,2018,1,0,8297,2765,675,1,4,1086000.8
87853,26,0,1,54,52083,6,9,2011,0,0,5587,6821,297,1,4,8789947.1
86424,86,1,1,100,10837,9,9,1998,0,1,5568,6811,895,1,6,8654131.8
44595,29,0,0,77,39297,4,7,1998,1,0,5697,2652,562,1,7,4460946.8
60056,75,0,1,7,40397,9,7,1995,0,1,7429,2535,344,1,7,6011032.5
30896,27,1,1,15,53487,9,3,2008,1,0,2033,2708,342,0,5,3097036.8
54484,38,1,0,76,48548,8,6,2011,1,0,9399,618,838,0,6,5456741.1
16571,50,0,0,82,67311,10,5,1993,0,1,8026,510,463,0,10,1663083.3
87858,18,0,0,31,94960,6,9,2020,0,1,8181,7529,209,1,8,8786967.0
19869,99,0,0,86,12078,10,4,2021,0,1,8661,6108,339,0,3,1992188.1
54298,90,1,0,24,86646,3,2,2017,0,1,8083,7857,829,1,3,5432285.7
8191,10,1,0,30,26102,7,2,2001,0,1,9361,6799,434,1,7,823318.1
79950,89,0,0,64,46010,9,3,1997,1,0,2113,9708,220,1,8,7997513.7
