squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
24150,37,1,1,57,11350,9,3,2005,1,1,7994,3085,216,1,4,2427187.5
64949,83,1,1,50,94372,1,2,2009,0,0,9415,9152,642,0,4,6502211.9
12179,32,0,1,65,27269,3,9,1992,1,1,4646,5840,796,0,6,1224992.2
91725,24,0,0,100,64216,5,9,1996,1,1,7284,4001,265,1,4,9175749.6
15415,80,0,1,84,46895,7,10,2007,0,1,1439,6116,410,1,2,1547708.7
58576,32,1,1,91,41433,5,5,2018,1,0,4552,4497,876,1,5,5866480.8
49140,48,1,0,97,59867,2,4,2006,1,1,2904,3666,955,1,1,4924574.6
30397,44,1,1,99,84776,8,5,2012,0,0,9688,8798,565,1,10,3055190.2
76846,6,0,0,19,14948,8,9,2016,1,1,151,542,123,1,3,7686437.6
72829,32,1,0,100,36929,2,7,2008,0,0,7145,8087,859,0,7,7290006.8
62008,36,0,1,21,4240,3,5,2015,1,0,8840,6354,930,0,7,6206633.5
153,71,0,1,88,99905,3,1,2002,0,1,7704,7896,468,1,8,22499.2
97952,95,1,1,20,28807,10,5,2012,0,1,4471,989,684,0,5,9802960.2
27729,65,0,1,38,46862,1,5,1990,1,1,114,5510,968,1,8,2778832.0
17874,67,1,0,44,99019,3,5,2018,0,0,6113,6928,536,1,3,1793943.8
21459,92,0,1,10,53085,1,8,1999,0,0,8525,6862,776,1,7,2149347.9
73097,52,1,0,53,31906,6,7,1991,1,1,5899,201,556,1,9,7319620.1
83038,55,0,0,66,91620,3,2,2011,0,0,7086,2215,592,1,4,8309431.1
49388,53,1,1,54,9537,1,5,2009,0,1,9135,6612,621,1,0,4949238.9
40086,14,0,1,68,87059,7,7,2000,0,1,7910,4375,910,0,2,4014081.0
75102,2,0,0,32,73178,9,9,2012,0,0,2027,5372,865,0,1,7512707.2
21973,3,0,0,31,61564,3,10,2015,0,0,9733,1588,431,1,10,2198209.5
4221,60,0,0,4,23590,7,1,2019,1,1,261,9825,909,0,6,423295.9
35661,73,0,1,12,3685,9,7,1999,1,0,1197,6533,298,1,10,3569832.9
66612,83,0,1,9,15197,10,8,2002,1,1,8084,9278,847,1,7,6664920.2
29402,27,0,0,67,28322,5,3,2003,0,1,866,7957,177,0,0,2941520.3
64937,50,1,0,66,9300,10,3,2006,1,0,8652,6351,716,0,2,6498696.6
9632,83,1,1,14,7737,8,4,2015,1,0,8873,973,812,1,3,975297.5
56513,8,1,1,15,88441,8,3,1995,1,1,3926,8850,941,0,3,5658870.5
76324,45,0,0,22,36613,7,2,1999,1,1,657,7700,856,0,3,7634053.9
27445,13,0,1,21,34164,3,4,2016,0,1,4087,5914,625,0,6,2751364.6
86383,86,1,1,23,57015,8,7,2020,1,1,4136,4349,604,0,8,8648031.0
53822,8,1,0,93,62781,10,6,2001,0,1,9326,3726,548,0,3,5394409.1
28655,31,1,1,67,37828,3,9,1994,1,0,4166,3717,134,1,9,2876205.4
86990,100,0,0,37,60764,5,1,2011,1,0,9084,1302,518,1,6,8702130.1
73553,10,1,0,37,95315,5,6,2009,0,1,7905,4511,367,0,5,7362215.9
79875,33,0,1,15,81031,6,10,1996,0,0,4247,9855,458,0,4,7993442.6
70124,46,1,1,31,38158,9,5,2004,1,0,7515,891,377,0,1,7017698.4
55992,19,1,1,57,67604,8,1,1990,0,1,3415,4642,773,1,4,5608196.0
4962,76,0,1,70,27217,7,2,1998,1,0,1049,2100,301,1,3,503297.8
62859,26,1,0,58,9471,1,3,2015,0,1,3086,568,514,1,2,6292755.5
63990,26,1,0,46,33152,10,2,2013,0,0,3981,3222,721,0,6,6407670.3
70041,21,1,1,50,69076,1,10,2019,0,1,2371,4779,994,1,5,7009466.9
5702,68,0,0,55,71102,6,4,1995,0,0,8269,3091,643,0,7,576089.5
85306,48,0,1,21,79077,9,4,1996,1,1,209,4288,405,0,5,8534440.6
5378,79,1,1,15,11648,10,6,1990,0,1,4346,3164,105,1,1,545933.0
89549,60,1,1,95,1965,2,4,2006,1,0,5919,2553,543,1,6,8967748.6
98554,81,1,1,18,85908,9,10,2007,1,1,744,5486,399,0,8,9866707.7
34946,56,0,1,44,76782,7,10,1994,0,1,759,4399,789,0,4,3500553.4
97419,44,0,1,87,18611,6,1,2011,1,1,9372,6995,982,0,9,9746318.1
51796,90,1,1,35,77938,3,8,1998,0,1,5339,299,684,0,3,5189796.8
23560,21,1,1,35,43702,1,3,2000,0,1,3175,1581,274,1,9,2364937.0
27681,14,1,0,78,76616,5,4,1996,0,1,4611,9406,727,1,8,2779327.6
77385,50,1,1,18,77036,1,4,2006,0,1,3676,5586,471,0,7,7743828.6
54563,2,0,0,95,53773,1,4,2002,1,0,1697,6041,150,0,3,5458840.2
73975,41,0,0,50,29225,9,3,2016,1,1,9415,2373,687,1,0,7401901.6
26268,39,0,1,19,82398,7,4,2012,1,0,6357,6400,919,0,7,2631701.2
41602,37,0,0,14,46561,7,3,1999,1,1,4849,4335,219,0,3,4161555.9
66331,92,0,0,24,38397,5,6,2007,0,0,5073,7667,693,1,8,6634006.7
24386,19,1,1,69,26729,3,2,2004,0,0,2576,1531,262,0,9,2443941.4
13904,45,1,0,45,33971,10,1,2010,1,0,1522,8913,677,1,0,1398346.0
2206,25,1,0,46,54167,3,5,1990,1,0,679,8105,995,1,10,223821.0
26017,75,0,0,65,96609,1,6,1999,0,0,709,8076,950,1,7,2603509.9
40691,65,0,0,73,98022,4,6,2000,0,0,6388,6295,605,0,3,4074610.0
32413,16,1,0,97,15524,3,6,2014,1,1,9140,7160,494,1,2,3252165.4
86139,41,0,0,35,95419,4,6,2001,1,1,913,9668,618,0,1,8615540.1
93351,16,0,0,51,95396,5,9,1994,1,0,9250,8779,152,0,2,9338401.4
54183,33,0,1,7,33883,5,3,2000,0,1,6615,6653,209,1,7,5421212.0
3605,45,1,0,22,65504,6,7,2007,1,0,4145,6135,517,1,4,362853.7
39881,73,0,1,40,14148,9,5,2018,1,0,8863,959,189,1,5,3994434.8
68399,39,1,1,46,2438,10,4,2011,0,0,7646,5209,881,0,1,6851767.1
75387,45,1,1,89,94652,10,3,2008,0,1,850,8502,890,1,0,7547628.8
86986,26,0,0,49,11285,1,1,2006,0,0,6496,2502,628,0,7,8701153.6
14982,64,1,1,13,96468,7,5,2002,1,0,1073,7110,720,1,10,1504671.2
5902,57,1,0,100,67695,2,5,2004,0,0,4156,7574,258,0,4,601531.4
16268,74,0,0,32,76506,3,7,1997,0,0,2484,9923,541,0,8,1627917.7
40506,56,0,0,8,59981,1,5,2016,0,0,5215,5705,962,0,3,4051267.6
74701,98,0,1,3,46975,10,3,2001,1,0,3086,4928,839,0,4,7474987.1
19778,40,0,0,96,41731,7,3,2012,1,1,9320,1093,652,1,4,1980095.2
