squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
18780,88,0,1,77,33989,9,8,1994,0,1,4010,4344,767,1,8,1889782.4
88810,90,1,0,11,60875,5,1,1993,0,0,7900,2718,902,1,3,8883384.3
76936,44,0,0,31,73657,8,10,1995,1,1,3776,8728,330,0,4,7696025.5
98403,87,1,1,10,74330,8,6,2014,1,1,2823,2933,399,0,7,9847192.4
30249,96,0,0,53,94315,5,7,1993,0,0,3720,6997,415,1,10,3026833.3
40588,45,0,1,13,26995,5,9,2008,1,1,4056,8354,827,0,1,4064857.8
6686,90,0,0,73,77576,9,4,1999,0,0,3114,9333,898,1,10,674578.9
93703,38,1,0,59,96835,5,4,2012,1,0,7305,4450,869,1,5,9378462.2
86049,35,1,1,49,10343,4,9,2011,1,1,6318,2182,374,1,1,8615471.1
44728,4,1,0,82,98666,4,10,1994,0,0,2593,4031,283,1,8,4482174.4
53565,14,1,0,47,50801,8,3,1990,0,1,9618,3770,273,1,2,5363979.0
74769,99,1,1,30,83749,7,9,2011,0,1,3835,8806,288,0,7,7487371.1
31131,58,1,0,55,25850,2,5,2006,1,1,4193,18,620,0,5,3119278.6
10526,34,1,0,79,18488,5,8,1997,0,0,9534,5242,359,1,8,1061695.7
98462,79,0,1,38,73899,7,4,2003,1,1,2792,9579,794,0,0,9851011.3
55094,82,1,0,33,34819,10,7,2016,0,0,4704,4310,577,0,4,5513407.6
14293,14,0,1,7,89219,10,6,2013,0,0,9029,304,761,1,9,1432820.3
45008,37,1,1,48,69416,10,2,2002,1,0,6870,9380,656,0,1,4511521.2
83857,95,1,1,92,88996,9,3,2016,0,1,1703,3755,806,0,3,8398328.6
34136,60,1,1,18,68761,8,9,2001,1,1,6937,16,112,0,4,3422411.1
88123,97,1,0,43,89177,10,6,1999,1,0,4371,5915,174,1,6,8816802.9
82244,81,0,1,28,17611,2,4,2001,0,1,391,2077,936,0,3,8231444.1
49609,95,1,0,34,58240,3,2,2004,0,0,9450,5511,500,1,0,4965921.4
45790,36,1,1,4,80166,5,10,2015,1,1,7987,9541,953,0,0,4583445.5
44726,77,0,1,73,53094,10,7,1991,0,0,1142,6377,496,1,5,4480483.1
23481,34,1,0,26,94278,1,1,2020,0,0,3552,6772,887,1,5,2353320.0
32633,71,1,1,16,65110,4,8,2020,1,1,7978,4662,526,0,9,3269031.0
10549,25,0,1,57,71708,5,3,2005,1,0,774,8107,939,0,10,1064177.5
38279,30,0,0,22,42662,1,5,2008,1,1,1182,4219,962,1,6,3828880.8
87413,43,1,0,34,72398,8,6,2010,1,0,1133,9915,774,0,10,8747829.0
34378,2,1,1,56,24373,5,3,2006,0,1,5422,8889,988,0,0,3449885.6
23548,42,1,1,26,71297,5,3,1991,1,0,5326,780,600,1,8,2363386.1
15614,21,0,1,37,77244,10,10,2001,1,1,7068,6512,667,0,10,1568188.1
