squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price
8497,97,1,0,57,99577,9,2,2018,1,0,4113,1101,250,0,7,856430.8
27296,31,0,1,93,94891,9,6,2013,0,1,4778,1327,369,0,6,2736257.3
65201,13,0,1,28,66828,10,3,1995,1,1,3927,4362,670,1,10,6524351.5
7729,87,1,1,35,35661,7,2,2004,0,1,4456,5461,346,1,1,781939.4
64186,10,0,0,6,74593,3,5,2011,1,1,5408,7422,971,1,3,6419507.1
75571,9,1,1,16,20558,6,6,2021,0,1,7754,9493,449,1,4,7563298.1
40943,76,0,0,32,56741,8,10,2010,1,0,8104,1905,855,0,7,4097629.0
88884,97,1,0,63,66810,2,5,2010,1,1,9198,1237,541,1,9,8894048.0
96228,80,1,1,15,16480,6,10,1998,0,0,5135,1755,551,0,3,9629903.8
57859,74,1,1,52,25568,8,8,1995,1,0,7881,8141,711,1,1,5796496.5
58239,88,1,0,77,26294,4,5,1999,1,0,3568,8465,155,0,10,5831545.9
7859,89,1,1,60,96443,10,4,2018,0,1,6257,7630,258,1,1,796540.8
37111,97,1,0,22,60566,7,2,2019,1,1,265,7725,360,0,7,3718382.9
90304,52,0,0,33,81097,8,7,2020,1,0,4104,2797,803,0,1,9033809.0
87906,46,1,1,33,85121,1,9,1994,0,1,1489,3047,106,1,4,8799360.4
47839,86,1,0,53,20488,8,7,1993,0,1,5689,9333,321,1,7,4792795.3
91637,5,0,0,29,45739,8,3,2016,1,1,6476,9666,169,0,8,9166209.6
92591,27,0,1,73,9895,4,7,1991,1,0,5776,5050,438,1,8,9265884.1
26614,69,1,1,60,81510,5,4,1998,0,1,1700,4302,383,1,9,2673620.8
45955,58,1,0,37,33373,10,4,1998,1,0,6156,5233,285,0,4,4599926.8
6712,66,1,1,93,12438,5,10,2001,1,0,1150,3614,594,0,5,678200.1
89725,26,1,1,83,56954,8,9,2013,0,1,319,5124,994,0,9,8985353.3
48776,60,0,0,9,71042,10,3,1991,1,0,8652,991,307,0,4,4879354.1
63953,67,0,1,25,70757,2,7,2004,0,1,6537,7924,638,1,4,6400710.4
40508,78,1,0,63,76548,3,7,2005,1,0,6334,9274,242,1,1,4060440.5
49310,63,1,0,80,91860,7,4,2006,1,0,9692,6240,176,1,7,4943199.6
69164,48,1,1,70,21012,5,3,2007,0,1,5861,2750,652,1,10,6929542.7
61402,74,1,1,40,12430,1,1,2000,1,0,3524,771,469,0,9,6149729.0
53749,86,0,1,63,11671,7,8,2009,1,1,8488,6220,239,1,4,5381187.9
73140,92,1,1,69,84617,3,3,2019,1,1,6384,4894,726,1,9,7325048.9
